State,County,Votes_Left,Votes_Right,Total_shootings,Normalized_Shootings_rate
New Hampshire,Haverhill,1180,925,0,0.000
New Hampshire,Hebron,267,239,0,0.000
New Hampshire,Holderness,569,890,0,0.000
New Hampshire,Landaff,155,126,0,0.000
New Hampshire,Lebanon,1954,5895,0,0.000
New Hampshire,Lincoln,397,513,0,0.000
New Hampshire,Lisbon,431,353,0,0.000
New Hampshire,Littleton,1507,1557,0,0.000
New Hampshire,Lyman,208,174,0,0.000
New Hampshire,Lyme,218,1074,0,0.000
New Hampshire,Monroe,309,227,0,0.000
New Hampshire,Orange,110,80,0,0.000
New Hampshire,Orford,269,539,0,0.000
New Hampshire,Piermont,194,241,0,0.000
New Hampshire,Plymouth,1123,2214,0,0.000
New Hampshire,Rumney,527,410,0,0.000
New Hampshire,Sugar Hill,153,316,0,0.000
New Hampshire,Thornton,737,958,0,0.000
New Hampshire,Warren,275,189,0,0.000
New Hampshire,Waterville,127,238,0,0.000
New Hampshire,Wentworth,323,280,0,0.000
New Hampshire,Woodstock,364,480,0,0.000
New Hampshire,Amherst,3208,4796,0,0.000
New Hampshire,Antrim,779,761,0,0.000
New Hampshire,Bedford,7052,7521,0,0.000
New Hampshire,Bennington,424,395,0,0.000
New Hampshire,Brookline,1647,1903,0,0.000
New Hampshire,Deering,670,462,0,0.000
New Hampshire,Francestown,534,592,0,0.000
New Hampshire,Goffstown,5040,4967,0,0.000
New Hampshire,Greenfield,466,529,0,0.000
New Hampshire,Greenville,532,501,0,0.000
New Hampshire,Hancock,408,875,0,0.000
New Hampshire,Hillsborough,1772,1475,4,0.112
New Hampshire,Hollis,2468,3277,0,0.000
New Hampshire,Hudson,7744,6632,0,0.000
New Hampshire,Litchfield,2824,2497,0,0.000
New Hampshire,Lyndeborough,541,564,0,0.000
New Hampshire,Manchester,22005,27152,0,0.000
New Hampshire,Mason,535,380,0,0.000
New Hampshire,Merrimack,7669,8725,0,0.000
New Hampshire,Milford,4123,4644,0,0.000
New Hampshire,Mont Vernon,730,1011,0,0.000
New Hampshire,Nashua,17806,26770,0,0.000
New Hampshire,New Boston,2036,1826,0,0.000
New Hampshire,New Ipswich,2099,962,0,0.000
New Hampshire,Pelham,5253,3480,0,0.000
New Hampshire,Peterborough,1246,3090,0,0.000
New Hampshire,Sharon,116,153,0,0.000
New Hampshire,Temple,432,518,0,0.000
New Hampshire,Weare,3213,2211,0,0.000
New Hampshire,Wilton,1090,1330,0,0.000
New Hampshire,Windsor,91,33,0,0.000
New Hampshire,Allenstown,1233,1050,0,0.000
New Hampshire,Andover,726,844,0,0.000
New Hampshire,Boscawen,1069,931,0,0.000
New Hampshire,Bow,2167,3256,0,0.000
New Hampshire,Bradford,478,563,0,0.000
New Hampshire,Canterbury,718,1009,0,0.000
New Hampshire,Chichester,930,770,0,0.000
New Hampshire,Concord,7836,15341,0,0.000
New Hampshire,Danbury,414,290,0,0.000
New Hampshire,Dunbarton,1121,877,0,0.000
New Hampshire,Epsom,1702,1180,0,0.000
New Hampshire,Franklin,2281,1804,0,0.000
New Hampshire,Henniker,1075,1569,0,0.000
New Hampshire,Hill,403,224,0,0.000
New Hampshire,Hooksett,4387,4060,0,0.000
New Hampshire,Hopkinton,1400,2688,0,0.000
New Hampshire,Loudon,2101,1449,0,0.000
New Hampshire,Newbury,726,905,0,0.000
New Hampshire,New London,1059,2081,0,0.000
New Hampshire,Northfield,1435,1122,0,0.000
New Hampshire,Pembroke,2057,2189,0,0.000
New Hampshire,Pittsfield,1230,807,0,0.000
New Hampshire,Salisbury,517,380,0,0.000
New Hampshire,Sutton,574,753,0,0.000
New Hampshire,Warner,844,1050,0,0.000
New Hampshire,Webster,669,548,0,0.000
New Hampshire,Wilmot,366,583,0,0.000
New Hampshire,Atkinson,2795,2250,0,0.000
New Hampshire,Auburn,2265,1619,0,0.000
New Hampshire,Brentwood,1372,1505,0,0.000
New Hampshire,Candia,1709,1059,0,0.000
New Hampshire,Chester,1951,1465,0,0.000
New Hampshire,Danville,1686,1082,0,0.000
New Hampshire,Deerfield,1786,1360,0,0.000
New Hampshire,Derry,9412,8215,0,0.000
New Hampshire,East Kingston,889,781,0,0.000
New Hampshire,Epping,2311,2047,0,0.000
New Hampshire,Exeter,3321,6820,0,0.000
New Hampshire,Fremont,1635,1151,0,0.000
New Hampshire,Greenland,1160,1723,0,0.000
New Hampshire,Hampstead,3303,2494,0,0.000
New Hampshire,Hampton,5212,6150,0,0.000
New Hampshire,Hampton Falls,863,845,0,0.000
New Hampshire,Kensington,726,805,0,0.000
New Hampshire,Kingston,2311,1731,0,0.000
New Hampshire,Londonderry,7905,7738,0,0.000
New Hampshire,New Castle,281,619,0,0.000
New Hampshire,Newfields,512,719,0,0.000
New Hampshire,Newington,325,304,0,0.000
New Hampshire,Newmarket,1925,3953,0,0.000
New Hampshire,Newton,1680,1277,0,0.000
New Hampshire,North Hampton,1455,1987,0,0.000
New Hampshire,Northwood,1483,1329,0,0.000
New Hampshire,Nottingham,1641,1769,0,0.000
New Hampshire,Plaistow,2504,2045,0,0.000
New Hampshire,Portsmouth,3829,10643,0,0.000
New Hampshire,Raymond,3517,2378,0,0.000
New Hampshire,Rye,1620,2781,0,0.000
New Hampshire,Salem,9969,7638,0,0.000
New Hampshire,Sandown,2273,1632,0,0.000
New Hampshire,Seabrook,2595,1973,0,0.000
New Hampshire,South Hampton,326,304,0,0.000
New Hampshire,Stratham,2115,3306,0,0.000
New Hampshire,Windham,5196,4567,0,0.000
New Hampshire,Barrington,2733,3142,0,0.000
New Hampshire,Dover,6328,12480,0,0.000
New Hampshire,Durham,1712,5970,0,0.000
New Hampshire,Farmington,2000,1365,0,0.000
New Hampshire,Lee,971,1957,0,0.000
New Hampshire,Madbury,454,824,0,0.000
New Hampshire,Middleton,643,378,0,0.000
New Hampshire,Milton,1476,1015,0,0.000
New Hampshire,New Durham,1109,727,0,0.000
New Hampshire,Rochester,8367,8132,0,0.000
New Hampshire,Rollinsford,735,951,0,0.000
New Hampshire,Somersworth,2550,3422,0,0.000
New Hampshire,Strafford,1408,1330,2,0.066
New Hampshire,Acworth,269,293,0,0.000
New Hampshire,Charlestown,1239,1185,0,0.000
New Hampshire,Claremont,2788,2895,0,0.000
New Hampshire,Cornish,408,679,0,0.000
New Hampshire,Croydon,319,172,0,0.000
New Hampshire,Goshen,284,186,0,0.000
New Hampshire,Grantham,747,1669,0,0.000
New Hampshire,Langdon,199,206,0,0.000
New Hampshire,Lempster,440,274,0,0.000
New Hampshire,Newport,1773,1301,0,0.000
New Hampshire,Plainfield,522,1135,0,0.000
New Hampshire,Springfield,436,437,0,0.000
New Hampshire,Sunapee,1086,1309,0,0.000
New Hampshire,Unity,513,335,0,0.000
New Hampshire,Washington,467,314,0,0.000
New Jersey,Atlantic County,51929,61076,8,0.006
New Jersey,Bergen County,171754,250139,5,0.001
New Jersey,Burlington County,79881,131202,2,0.001
New Jersey,Camden County,53422,125762,5,0.003
New Jersey,Cape May County,31498,22713,0,0.000
New Jersey,Cumberland County,13189,19000,9,0.025
New Jersey,Essex County,63971,224615,22,0.007
New Jersey,Gloucester County,80700,84120,3,0.002
New Jersey,Hudson County,45160,141997,7,0.003
New Jersey,Hunterdon County,35808,35318,0,0.000
New Jersey,Mercer County,45926,109514,11,0.006
New Jersey,Middlesex County,70250,141256,6,0.003
New Jersey,Monmouth County,126807,137084,5,0.002
New Jersey,Morris County,63209,83266,2,0.001
New Jersey,Ocean County,195755,109824,8,0.002
New Jersey,Passaic County,53826,84346,12,0.008
New Jersey,Salem County,16524,12786,0,0.000
New Jersey,Somerset County,51400,87411,1,0.001
New Jersey,Sussex County,38188,28728,1,0.001
New Jersey,Union County,32427,88990,3,0.002
New Jersey,Warren County,23806,19327,3,0.006
New Mexico,Bernalillo County,115674,192042,56,0.017
New Mexico,Catron County,1697,592,0,0.000
New Mexico,Chaves County,15646,6379,2,0.008
New Mexico,Cibola County,3962,4696,3,0.031
New Mexico,Colfax County,3271,2611,1,0.015
New Mexico,Curry County,10315,4188,1,0.006
New Mexico,De Baca County,654,231,0,0.000
New Mexico,Do�a Ana County,32760,47919,3,0.003
New Mexico,Eddy County,17454,5424,9,0.036
New Mexico,Grant County,6553,7590,2,0.013
New Mexico,Guadalupe County,912,1229,0,0.000
New Mexico,Harding County,319,179,0,0.000
New Mexico,Hidalgo County,1105,812,0,0.000
New Mexico,Lea County,16531,4061,7,0.031
New Mexico,Lincoln County,6929,3175,5,0.045
New Mexico,Los Alamos County,4230,7363,0,0.000
New Mexico,Luna County,4407,3564,3,0.034
New Mexico,McKinley County,7597,17684,4,0.014
New Mexico,Mora County,902,1744,0,0.000
New Mexico,Otero County,14521,8483,5,0.020
New Mexico,Quay County,2634,1170,1,0.024
New Mexico,Rio Arriba County,5390,10896,2,0.011
New Mexico,Roosevelt County,4629,1799,0,0.000
New Mexico,Sandoval County,34048,40307,2,0.002
New Mexico,San Juan County,32824,18025,10,0.018
New Mexico,San Miguel County,3407,7830,2,0.016
New Mexico,Santa Fe County,18236,61629,6,0.007
New Mexico,Sierra County,3542,2265,1,0.016
New Mexico,Socorro County,3255,3721,1,0.013
New Mexico,Taos County,3638,12816,3,0.017
New Mexico,Torrance County,4772,2344,1,0.013
New Mexico,Union County,1388,383,0,0.000
New Mexico,Valencia County,17245,14051,5,0.015
New York,Albany County,45570,73189,5,0.004
New York,Allegany County,12670,4188,0,0.000
New York,Bronx County,55849,271835,15,0.004
New York,Broome County,38296,32209,2,0.003
New York,Cattaraugus County,20295,9142,0,0.000
New York,Cayuga County,17639,11993,1,0.003
New York,Chautauqua County,31247,16200,2,0.004
New York,Chemung County,19388,11573,3,0.009
New York,Chenango County,11736,5126,0,0.000
New York,Clinton County,14354,12690,0,0.000
New York,Columbia County,12883,14148,0,0.000
New York,Cortland County,9484,6829,0,0.000
New York,Delaware County,11952,6420,1,0.005
New York,Dutchess County,59661,57720,5,0.004
New York,Erie County,178349,198808,4,0.001
New York,Essex County,7953,6970,1,0.006
New York,Franklin County,8530,6586,1,0.006
New York,Fulton County,13989,5804,1,0.005
New York,Genesee County,17340,7048,1,0.004
New York,Greene County,12722,7675,2,0.009
New York,Hamilton County,1917,863,1,0.033
New York,Herkimer County,17038,7282,1,0.004
New York,Jefferson County,22779,12053,0,0.000
New York,Kings County,174731,514133,25,0.003
New York,Lewis County,7931,2768,0,0.000
New York,Livingston County,16575,9150,1,0.004
New York,Madison County,16553,10417,1,0.003
New York,Monroe County,122995,146403,5,0.002
New York,Montgomery County,11500,5746,0,0.000
New York,Nassau County,286661,280288,7,0.001
New York,New York County,65001,377605,18,0.004
New York,Niagara County,51355,34809,0,0.000
New York,Oneida County,51950,30542,2,0.002
New York,Onondaga County,78994,93850,9,0.005
New York,Ontario County,25757,20779,1,0.002
New York,Orange County,76218,61868,7,0.005
New York,Orleans County,11173,4082,1,0.006
New York,Oswego County,28914,14677,1,0.002
New York,Otsego County,12682,9138,0,0.000
New York,Putnam County,25899,17106,0,0.000
New York,Queens County,173304,769135,12,0.001
New York,Rensselaer County,33371,30450,4,0.006
New York,Richmond County,110094,67223,3,0.002
New York,Rockland County,63830,50926,2,0.002
New York,St. Lawrence County,21862,13036,1,0.003
New York,Saratoga County,55248,49697,1,0.001
New York,Schenectady County,27544,31685,5,0.008
New York,Schoharie County,9010,4006,0,0.000
New York,Schuyler County,5181,2858,0,0.000
New York,Seneca County,7582,5076,0,0.000
New York,Steuben County,26781,11299,0,0.000
New York,Suffolk County,333100,258007,9,0.001
New York,Sullivan County,15555,10995,0,0.000
New York,Tioga County,13292,6724,0,0.000
New York,Tompkins County,8522,21643,1,0.003
New York,Ulster County,33580,42606,1,0.001
New York,Warren County,15200,11811,0,0.000
New York,Washington County,14577,8537,0,0.000
New York,Wayne County,23734,12799,1,0.002
New York,Westchester County,217725,400881,8,0.001
New York,Wyoming County,12969,3840,0,0.000
New York,Yates County,5552,3046,0,0.000
North Carolina,Alamance County,45490,38186,3,0.003
North Carolina,Alexander County,15806,4113,0,0.000
North Carolina,Alleghany County,4501,1480,2,0.030
North Carolina,Anson County,5321,5788,6,0.049
North Carolina,Ashe County,11368,4149,2,0.012
North Carolina,Avery County,7092,2171,1,0.010
North Carolina,Beaufort County,16352,9575,1,0.004
North Carolina,Bertie County,3778,5846,0,0.000
North Carolina,Bladen County,9623,7281,2,0.011
North Carolina,Brunswick County,55373,32984,3,0.003
North Carolina,Buncombe County,61983,95881,4,0.002
North Carolina,Burke County,30814,12985,2,0.004
North Carolina,Cabarrus County,62722,51594,1,0.001
North Carolina,Caldwell County,31877,10105,5,0.011
North Carolina,Camden County,4277,1515,0,0.000
North Carolina,Carteret County,29886,11999,2,0.004
North Carolina,Caswell County,7040,4831,0,0.000
North Carolina,Catawba County,56203,25420,8,0.009
North Carolina,Chatham County,21055,26642,0,0.000
North Carolina,Cherokee County,12568,3563,0,0.000
North Carolina,Chowan County,4458,3232,0,0.000
North Carolina,Clay County,5074,1685,0,0.000
North Carolina,Cleveland County,33664,16879,3,0.005
North Carolina,Columbus County,16696,9382,0,0.000
North Carolina,Craven County,30831,20977,4,0.007
North Carolina,Cumberland County,59498,83533,18,0.011
North Carolina,Currituck County,11566,4151,0,0.000
North Carolina,Dare County,13844,9855,0,0.000
North Carolina,Davidson County,62143,21483,4,0.004
North Carolina,Davie County,18115,6653,1,0.004
North Carolina,Duplin County,13703,8676,1,0.004
North Carolina,Durham County,31827,142770,9,0.005
North Carolina,Edgecombe County,9162,16027,4,0.014
North Carolina,Forsyth County,84176,111769,4,0.002
North Carolina,Franklin County,20748,15776,1,0.002
North Carolina,Gaston County,72132,40231,6,0.005
North Carolina,Gates County,3354,2540,0,0.000
North Carolina,Graham County,3667,896,0,0.000
North Carolina,Granville County,16548,14448,0,0.000
North Carolina,Greene County,4858,3820,0,0.000
North Carolina,Guilford County,106384,171538,8,0.003
North Carolina,Halifax County,9973,15382,2,0.007
North Carolina,Harnett County,34905,21839,0,0.000
North Carolina,Haywood County,22698,13095,2,0.005
North Carolina,Henderson County,39810,27014,4,0.005
North Carolina,Hertford County,3470,7077,1,0.009
North Carolina,Hoke County,9601,11929,1,0.004
North Carolina,Hyde County,1408,1035,0,0.000
North Carolina,Iredell County,66439,33426,5,0.005
North Carolina,Jackson County,11263,9522,0,0.000
North Carolina,Johnston County,67901,40861,1,0.001
North Carolina,Jones County,3267,2175,1,0.017
North Carolina,Lee County,16388,12076,3,0.010
North Carolina,Lenoir County,14500,13494,1,0.003
North Carolina,Lincoln County,36167,13178,2,0.004
North Carolina,McDowell County,16839,5807,0,0.000
North Carolina,Macon County,14152,6213,2,0.009
North Carolina,Madison County,7928,4878,0,0.000
North Carolina,Martin County,6493,5876,0,0.000
North Carolina,Mecklenburg County,178066,375503,26,0.004
North Carolina,Mitchell County,7041,1852,1,0.010
North Carolina,Montgomery County,8363,4305,0,0.000
North Carolina,Moore County,36459,20547,2,0.003
North Carolina,Nash County,25653,25702,1,0.002
North Carolina,New Hanover County,62420,64876,7,0.005
North Carolina,Northampton County,3977,6048,1,0.009
North Carolina,Onslow County,45016,23474,2,0.003
North Carolina,Orange County,19993,63097,1,0.001
North Carolina,Pamlico County,4815,2699,0,0.000
North Carolina,Pasquotank County,9626,9653,0,0.000
North Carolina,Pender County,21833,11655,1,0.003
North Carolina,Perquimans County,4894,2485,0,0.000
North Carolina,Person County,13104,8416,2,0.008
North Carolina,Pitt County,38515,46607,7,0.007
North Carolina,Polk County,7643,4485,1,0.007
North Carolina,Randolph County,56589,15506,6,0.008
North Carolina,Richmond County,11752,8676,0,0.000
North Carolina,Robeson County,25927,17998,4,0.008
North Carolina,Rockingham County,30997,15811,1,0.002
North Carolina,Rowan County,49053,22889,3,0.004
North Carolina,Rutherford County,24631,9049,1,0.003
North Carolina,Sampson County,17330,10832,2,0.006
North Carolina,Scotland County,7399,7137,0,0.000
North Carolina,Stanly County,25297,8037,2,0.005
North Carolina,Stokes County,19997,5258,1,0.004
North Carolina,Surry County,27344,8635,3,0.008
North Carolina,Swain County,4152,2765,0,0.000
North Carolina,Transylvania County,11578,8413,1,0.005
North Carolina,Tyrrell County,1043,757,0,0.000
North Carolina,Union County,79778,48199,2,0.001
North Carolina,Vance County,8385,12412,1,0.004
North Carolina,Wake County,223466,388686,15,0.002
North Carolina,Warren County,3739,6344,0,0.000
North Carolina,Washington County,2778,3387,0,0.000
North Carolina,Watauga County,14332,16925,1,0.003
North Carolina,Wayne County,30505,23986,0,0.000
North Carolina,Wilkes County,27397,7445,1,0.003
North Carolina,Wilson County,19473,20579,2,0.005
North Carolina,Yadkin County,15861,3744,2,0.009
North Carolina,Yancey County,7481,3678,1,0.008
North Dakota,Adams County,978,258,0,0.000
North Dakota,Barnes County,3532,1800,0,0.000
North Dakota,Benson County,1090,817,1,0.048
North Dakota,Billings County,539,72,0,0.000
North Dakota,Bottineau County,2563,819,0,0.000
North Dakota,Bowman County,1382,227,0,0.000
North Dakota,Burke County,1022,196,0,0.000
North Dakota,Burleigh County,34588,14226,2,0.004
North Dakota,Cass County,42567,40219,1,0.001
North Dakota,Cavalier County,1499,474,0,0.000
North Dakota,Dickey County,1732,602,0,0.000
North Dakota,Divide County,899,265,0,0.000
North Dakota,Dunn County,1945,338,0,0.000
North Dakota,Eddy County,851,382,0,0.000
North Dakota,Emmons County,1735,237,0,0.000
North Dakota,Foster County,1338,369,0,0.000
North Dakota,Golden Valley County,870,136,0,0.000
North Dakota,Grand Forks County,16963,12856,2,0.006
North Dakota,Grant County,1132,207,0,0.000
North Dakota,Griggs County,906,308,0,0.000
North Dakota,Hettinger County,1086,195,0,0.000
North Dakota,Kidder County,1206,221,0,0.000
North Dakota,LaMoure County,1633,526,0,0.000
North Dakota,Logan County,923,125,0,0.000
North Dakota,McHenry County,2345,559,0,0.000
North Dakota,McIntosh County,1147,259,0,0.000
North Dakota,McKenzie County,4476,813,0,0.000
North Dakota,McLean County,4169,1216,0,0.000
North Dakota,Mercer County,3850,703,0,0.000
North Dakota,Morton County,12234,3865,1,0.006
North Dakota,Mountrail County,2806,1251,0,0.000
North Dakota,Nelson County,1139,585,0,0.000
North Dakota,Oliver County,917,127,0,0.000
North Dakota,Pembina County,2435,783,0,0.000
North Dakota,Pierce County,1637,569,0,0.000
North Dakota,Ramsey County,3570,1636,1,0.017
North Dakota,Ransom County,1411,942,0,0.000
North Dakota,Renville County,1053,218,0,0.000
North Dakota,Richland County,5035,2495,0,0.000
North Dakota,Rolette County,1253,2475,2,0.049
North Dakota,Sargent County,1286,812,0,0.000
North Dakota,Sheridan County,688,104,0,0.000
North Dakota,Sioux County,257,804,1,0.086
North Dakota,Slope County,379,44,0,0.000
North Dakota,Stark County,12091,2490,2,0.012
North Dakota,Steele County,649,392,0,0.000
North Dakota,Stutsman County,6981,2670,1,0.009
North Dakota,Towner County,828,317,0,0.000
North Dakota,Traill County,2519,1491,0,0.000
North Dakota,Walsh County,3309,1329,0,0.000
North Dakota,Ward County,19921,7264,0,0.000
North Dakota,Wells County,1891,442,0,0.000
North Dakota,Williams County,11707,2157,0,0.000
Ohio,Adams County,9660,2130,0,0.000
Ohio,Allen County,32052,13611,1,0.002
Ohio,Ashland County,19002,6448,0,0.000
Ohio,Ashtabula County,26225,16207,5,0.011
Ohio,Athens County,10386,14047,1,0.004
Ohio,Auglaize County,20451,4583,0,0.000
Ohio,Belmont County,23092,9007,2,0.006
Ohio,Brown County,16032,4326,1,0.004
Ohio,Butler County,111722,67729,8,0.004
Ohio,Carroll County,10525,3206,1,0.007
Ohio,Champaign County,14086,4946,0,0.000
Ohio,Clark County,38217,23625,1,0.001
Ohio,Clermont County,73077,33505,1,0.001
Ohio,Clinton County,15061,4556,0,0.000
Ohio,Columbiana County,35124,13183,0,0.000
Ohio,Coshocton County,11982,4057,1,0.006
Ohio,Crawford County,15043,4831,1,0.005
Ohio,Cuyahoga County,195089,402315,28,0.004
Ohio,Darke County,21569,4668,0,0.000
Ohio,Defiance County,12778,5870,1,0.005
Ohio,Delaware County,65163,56961,2,0.001
Ohio,Erie County,21724,17142,0,0.000
Ohio,Fairfield County,49714,30634,1,0.001
Ohio,Fayette County,9220,2911,1,0.007
Ohio,Franklin County,203154,391584,49,0.007
Ohio,Fulton County,15396,6545,0,0.000
Ohio,Gallia County,10289,2911,0,0.000
Ohio,Geauga County,33581,20980,1,0.002
Ohio,Greene County,50937,34023,3,0.003
Ohio,Guernsey County,13077,4498,1,0.005
Ohio,Hamilton County,173015,238101,17,0.004
Ohio,Hancock County,25796,11535,1,0.002
Ohio,Hardin County,9698,3025,1,0.007
Ohio,Harrison County,5668,1742,0,0.000
Ohio,Henry County,10273,3995,0,0.000
Ohio,Highland County,15369,3741,0,0.000
Ohio,Hocking County,9554,3836,0,0.000
Ohio,Holmes County,10645,1981,0,0.000
Ohio,Huron County,18537,7643,0,0.000
Ohio,Jackson County,10804,3193,1,0.006
Ohio,Jefferson County,22309,9823,1,0.003
Ohio,Knox County,21825,8433,1,0.003
Ohio,Lake County,71615,54337,3,0.002
Ohio,Lawrence County,19759,7353,1,0.003
Ohio,Licking County,57965,32324,0,0.000
Ohio,Logan County,17625,4990,0,0.000
Ohio,Lorain County,76719,72792,1,0.001
Ohio,Lucas County,79628,111989,9,0.004
Ohio,Madison County,13445,5558,2,0.010
Ohio,Mahoning County,58601,56346,2,0.002
Ohio,Marion County,18526,8089,0,0.000
Ohio,Medina County,63451,39326,2,0.002
Ohio,Meigs County,8163,2452,0,0.000
Ohio,Mercer County,19145,3981,2,0.008
Ohio,Miami County,40531,15420,2,0.003
Ohio,Monroe County,5392,1597,0,0.000
Ohio,Montgomery County,126085,131592,22,0.008
Ohio,Morgan County,4932,1703,0,0.000
Ohio,Morrow County,13784,3988,0,0.000
Ohio,Muskingum County,27334,11755,1,0.002
Ohio,Noble County,5024,1156,0,0.000
Ohio,Ottawa County,14285,8847,0,0.000
Ohio,Paulding County,6927,2172,0,0.000
Ohio,Perry County,11959,4006,1,0.006
Ohio,Pickaway County,20059,7167,1,0.003
Ohio,Pike County,8872,3051,5,0.038
Ohio,Portage County,45034,34935,2,0.002
Ohio,Preble County,16697,4435,0,0.000
Ohio,Putnam County,16218,3152,0,0.000
Ohio,Richland County,40534,17231,6,0.009
Ohio,Ross County,21687,10345,0,0.000
Ohio,Sandusky County,18487,10391,0,0.000
Ohio,Scioto County,21926,8876,0,0.000
Ohio,Seneca County,16739,8147,1,0.004
Ohio,Shelby County,19988,4399,0,0.000
Ohio,Stark County,108610,74336,4,0.002
Ohio,Summit County,122023,148151,15,0.005
Ohio,Trumbull County,53756,43534,7,0.007
Ohio,Tuscarawas County,29519,12643,1,0.002
Ohio,Union County,21233,10985,0,0.000
Ohio,Van Wert County,11470,3026,1,0.006
Ohio,Vinton County,4525,1306,0,0.000
Ohio,Warren County,85069,45040,1,0.001
Ohio,Washington County,21798,9114,1,0.003
Ohio,Wayne County,33618,24040,1,0.002
Ohio,Williams County,13218,4726,1,0.005
Ohio,Wood County,34815,29797,2,0.003
Ohio,Wyandot County,8248,2690,0,0.000
Oklahoma,Adair County,5560,1382,2,0.026
Oklahoma,Alfalfa County,1978,231,0,0.000
Oklahoma,Atoka County,4543,761,2,0.034
Oklahoma,Beaver County,1964,190,0,0.000
Oklahoma,Beckham County,6753,1048,1,0.012
Oklahoma,Blaine County,3133,688,0,0.000
Oklahoma,Bryan County,12319,3317,1,0.006
Oklahoma,Caddo County,7006,2666,1,0.009
Oklahoma,Canadian County,43481,16729,3,0.005
Oklahoma,Carter County,14699,4470,4,0.019
Oklahoma,Cherokee County,11210,6023,7,0.037
Oklahoma,Choctaw County,4696,1081,3,0.047
Oklahoma,Cimarron County,966,70,0,0.000
Oklahoma,Cleveland County,66569,49754,8,0.006
Oklahoma,Coal County,2091,373,2,0.074
Oklahoma,Comanche County,20894,13743,5,0.013
Oklahoma,Cotton County,2117,393,0,0.000
Oklahoma,Craig County,4686,1217,1,0.015
Oklahoma,Creek County,23269,6570,7,0.021
Oklahoma,Custer County,8051,2365,1,0.009
Oklahoma,Delaware County,13532,3470,3,0.016
Oklahoma,Dewey County,2121,213,1,0.039
Oklahoma,Ellis County,1686,162,0,0.000
Oklahoma,Garfield County,16956,4915,3,0.012
Oklahoma,Garvin County,8863,1864,1,0.008
Oklahoma,Grady County,18499,4131,5,0.020
Oklahoma,Grant County,1916,280,1,0.041
Oklahoma,Greer County,1604,328,0,0.000
Oklahoma,Harmon County,747,177,0,0.000
Oklahoma,Harper County,1324,136,0,0.000
Oklahoma,Haskell County,4158,782,0,0.000
Oklahoma,Hughes County,3875,919,1,0.019
Oklahoma,Jackson County,6391,1645,0,0.000
Oklahoma,Jefferson County,2023,319,0,0.000
Oklahoma,Johnston County,3431,736,1,0.022
Oklahoma,Kay County,12829,4037,2,0.011
Oklahoma,Kingfisher County,5514,853,1,0.014
Oklahoma,Kiowa County,2667,699,0,0.000
Oklahoma,Latimer County,3435,762,2,0.043
Oklahoma,Le Flore County,15199,3296,1,0.005
Oklahoma,Lincoln County,11996,2607,0,0.000
Oklahoma,Logan County,15596,5452,2,0.009
Oklahoma,Love County,3301,711,1,0.023
Oklahoma,McClain County,15264,3581,1,0.005
Oklahoma,McCurtain County,9478,1856,3,0.024
Oklahoma,McIntosh County,6152,2024,1,0.011
Oklahoma,Major County,3082,320,0,0.000
Oklahoma,Marshall County,4887,1099,0,0.000
Oklahoma,Mayes County,12743,3580,3,0.017
Oklahoma,Murray County,4610,1156,0,0.000
Oklahoma,Muskogee County,16495,8013,5,0.019
Oklahoma,Noble County,3816,1000,1,0.019
Oklahoma,Nowata County,3610,712,1,0.021
Oklahoma,Okfuskee County,3046,889,3,0.069
Oklahoma,Oklahoma County,144916,141587,57,0.018
Oklahoma,Okmulgee County,9651,4352,6,0.039
Oklahoma,Osage County,14107,5998,2,0.009
Oklahoma,Ottawa County,8545,2684,1,0.008
Oklahoma,Pawnee County,5256,1362,1,0.014
Oklahoma,Payne County,17778,10881,4,0.013
Oklahoma,Pittsburg County,13829,3766,3,0.015
Oklahoma,Pontotoc County,10784,4116,5,0.030
Oklahoma,Pottawatomie County,20224,7274,3,0.010
Oklahoma,Pushmataha County,4015,668,0,0.000
Oklahoma,Roger Mills County,1626,168,0,0.000
Oklahoma,Rogers County,33988,9578,2,0.004
Oklahoma,Seminole County,6008,2150,2,0.022
Oklahoma,Sequoyah County,12113,3035,5,0.030
Oklahoma,Stephens County,15552,3151,0,0.000
Oklahoma,Texas County,4504,894,1,0.017
Oklahoma,Tillman County,2076,597,0,0.000
Oklahoma,Tulsa County,150266,108813,42,0.015
Oklahoma,Wagoner County,26058,8439,3,0.008
Oklahoma,Washington County,17069,5790,3,0.012
Oklahoma,Washita County,4078,596,2,0.039
Oklahoma,Woods County,2989,590,0,0.000
Oklahoma,Woodward County,6607,1005,0,0.000
Oregon,Baker County,7316,2332,0,0.000
Oregon,Benton County,14647,35438,0,0.000
Oregon,Clackamas County,96366,127239,11,0.004
Oregon,Clatsop County,9713,12295,2,0.008
Oregon,Columbia County,16779,13535,2,0.006
Oregon,Coos County,21488,14024,2,0.005
Oregon,Crook County,11103,3715,0,0.000
Oregon,Curry County,8441,6023,0,0.000
Oregon,Deschutes County,54183,64102,7,0.005
Oregon,Douglas County,42513,18780,3,0.004
Oregon,Gilliam County,830,323,0,0.000
Oregon,Grant County,3537,923,0,0.000
Oregon,Harney County,3465,890,1,0.021
Oregon,Hood River County,3858,8530,0,0.000
Oregon,Jackson County,63012,58386,8,0.006
Oregon,Jefferson County,7044,4306,0,0.000
Oregon,Josephine County,30954,17908,7,0.013
Oregon,Klamath County,25048,10260,6,0.015
Oregon,Lake County,3449,788,0,0.000
