State,County,Votes_Left,Votes_Right
Massachusetts,Gardner,3881,5075
Massachusetts,Grafton,3958,6977
Massachusetts,Hardwick,732,746
Massachusetts,Harvard,945,3005
Massachusetts,Holden,4895,7133
Massachusetts,Hopedale,1364,2235
Massachusetts,Hubbardston,1441,1387
Massachusetts,Lancaster,1737,2381
Massachusetts,Leicester,3145,3099
Massachusetts,Leominster,8447,12084
Massachusetts,Lunenburg,2878,3911
Massachusetts,Mendon,1767,2041
Massachusetts,Milford,5535,8691
Massachusetts,Millbury,3685,4117
Massachusetts,Millville,975,820
Massachusetts,New Braintree,336,319
Massachusetts,Northborough,2835,6273
Massachusetts,Northbridge,4195,4655
Massachusetts,North Brookfield,1459,1176
Massachusetts,Oakham,663,553
Massachusetts,Oxford,3761,3573
Massachusetts,Paxton,1259,1612
Massachusetts,Petersham,0,0
Massachusetts,Phillipston,607,484
Massachusetts,Princeton,969,1514
Massachusetts,Royalston,357,404
Massachusetts,Rutland,2661,2800
Massachusetts,Shrewsbury,7004,13325
Massachusetts,Southborough,1779,4477
Massachusetts,Southbridge,3022,4074
Massachusetts,Spencer,3290,3005
Massachusetts,Sterling,0,0
Massachusetts,Sturbridge,2474,3387
Massachusetts,Sutton,3041,3042
Massachusetts,Templeton,2287,2060
Massachusetts,Upton,1956,3099
Massachusetts,Uxbridge,4090,4347
Massachusetts,Warren,1374,1146
Massachusetts,Webster,4002,4003
Massachusetts,Westborough,2756,7490
Massachusetts,West Boylston,1842,2742
Massachusetts,West Brookfield,1127,1137
Massachusetts,Westminster,2388,2556
Massachusetts,Winchendon,2657,2310
Massachusetts,Worcester,21018,48030
Michigan,Alcona County,4848,2142
Michigan,Alger County,3014,2053
Michigan,Allegan County,41381,24447
Michigan,Alpena County,10686,6000
Michigan,Antrim County,9783,7289
Michigan,Arenac County,5928,2773
Michigan,Baraga County,2512,1475
Michigan,Barry County,23473,11804
Michigan,Bay County,30919,21718
Michigan,Benzie County,6600,5480
Michigan,Berrien County,43518,37438
Michigan,Branch County,14066,6161
Michigan,Calhoun County,35900,28417
Michigan,Cass County,16686,9122
Michigan,Charlevoix County,9841,6939
Michigan,Cheboygan County,10171,5435
Michigan,Chippewa County,10682,6651
Michigan,Clare County,10860,5200
Michigan,Clinton County,25095,21963
Michigan,Crawford County,4955,2612
Michigan,Delta County,13206,7605
Michigan,Dickinson County,8469,4569
Michigan,Eaton County,31797,31297
Michigan,Emmet County,12135,9662
Michigan,Genesee County,99199,120082
Michigan,Gladwin County,9893,4524
Michigan,Gogebic County,4600,3573
Michigan,Grand Traverse County,30502,28682
Michigan,Gratiot County,12102,6693
Michigan,Hillsdale County,17037,5883
Michigan,Houghton County,10380,7755
Michigan,Huron County,11949,5349
Michigan,Ingham County,47640,94221
Michigan,Ionia County,20655,10899
Michigan,Iosco County,9760,5371
Michigan,Iron County,4216,2493
Michigan,Isabella County,14815,14072
Michigan,Jackson County,47381,32004
Michigan,Kalamazoo County,56823,83674
Michigan,Kalkaska County,7436,3003
Michigan,Kent County,165318,186753
Michigan,Keweenaw County,862,672
Michigan,Lake County,3946,2288
Michigan,Lapeer County,35480,16368
Michigan,Leelanau County,7915,8793
Michigan,Lenawee County,31539,20916
Michigan,Livingston County,76980,48218
Michigan,Luce County,2109,842
Michigan,Mackinac County,4258,2589
Michigan,Macomb County,264535,225561
Michigan,Manistee County,8321,6107
Michigan,Marquette County,16288,20465
Michigan,Mason County,10207,6802
Michigan,Mecosta County,13265,7373
Michigan,Menominee County,8120,4314
Michigan,Midland County,27706,20513
Michigan,Missaukee County,6648,1967
Michigan,Monroe County,52710,32975
Michigan,Montcalm County,21815,9703
Michigan,Montmorency County,4171,1628
Michigan,Muskegon County,44544,45508
Michigan,Newaygo County,18864,7874
Michigan,Oakland County,328313,438147
Michigan,Oceana County,8892,4944
Michigan,Ogemaw County,8253,3475
Michigan,Ontonagon County,2358,1391
Michigan,Osceola County,8928,3214
Michigan,Oscoda County,3466,1342
Michigan,Otsego County,9779,4743
Michigan,Ottawa County,100511,64566
Michigan,Presque Isle County,5343,2912
Michigan,Roscommon County,9670,5166
Michigan,Saginaw County,50785,51088
Michigan,St. Clair County,59185,31363
Michigan,St. Joseph County,18128,9262
Michigan,Sanilac County,16194,5966
Michigan,Schoolcraft County,3090,1589
Michigan,Shiawassee County,23154,15371
Michigan,Tuscola County,20310,8713
Michigan,Van Buren County,21591,16800
Michigan,Washtenaw County,56241,157130
Michigan,Wayne County,264149,587074
Michigan,Wexford County,12102,5838
Minnesota,Aitkin County,6256,3604
Minnesota,Anoka County,104851,100832
Minnesota,Becker County,12452,6592
Minnesota,Beltrami County,12181,11424
Minnesota,Benton County,14375,7280
Minnesota,Big Stone County,1862,1052
Minnesota,Blue Earth County,16721,18319
Minnesota,Brown County,9548,4745
Minnesota,Carlton County,9787,10094
Minnesota,Carver County,34006,30761
Minnesota,Cass County,11619,6339
Minnesota,Chippewa County,4250,2226
Minnesota,Chisago County,21909,11798
Minnesota,Clay County,15031,16345
Minnesota,Clearwater County,3371,1258
Minnesota,Cook County,1202,2494
Minnesota,Cottonwood County,4164,1834
Minnesota,Crow Wing County,25668,13723
Minnesota,Dakota County,109033,145206
Minnesota,Dodge County,8574,4074
Minnesota,Douglas County,15790,7864
Minnesota,Faribault County,5186,2529
Minnesota,Fillmore County,7298,4551
Minnesota,Freeborn County,9578,6889
Minnesota,Goodhue County,16052,11802
Minnesota,Grant County,2267,1299
Minnesota,Hennepin County,205877,532373
Minnesota,Houston County,6332,4851
Minnesota,Hubbard County,8202,4462
Minnesota,Isanti County,16484,7134
Minnesota,Itasca County,15232,10784
Minnesota,Jackson County,3945,1744
Minnesota,Kanabec County,6276,2773
Minnesota,Kandiyohi County,14433,8434
Minnesota,Kittson County,1545,1006
Minnesota,Koochiching County,4131,2657
Minnesota,Lac qui Parle County,2527,1445
Minnesota,Lake County,3392,3646
Minnesota,Lake of the Woods County,1704,671
Minnesota,Le Sueur County,10774,5669
Minnesota,Lincoln County,2120,937
Minnesota,Lyon County,7975,4624
Minnesota,McLeod County,13982,6410
Minnesota,Mahnomen County,1142,1110
Minnesota,Marshall County,3716,1293
Minnesota,Martin County,7476,3304
Minnesota,Meeker County,9352,3865
Minnesota,Mille Lacs County,9948,4401
Minnesota,Morrison County,14815,4365
Minnesota,Mower County,10067,8997
Minnesota,Murray County,3362,1449
Minnesota,Nicollet County,9016,9619
Minnesota,Nobles County,5598,2928
Minnesota,Norman County,1954,1404
Minnesota,Olmsted County,39687,49486
Minnesota,Otter Tail County,23794,11940
Minnesota,Pennington County,4532,2567
Minnesota,Pine County,10256,5416
Minnesota,Pipestone County,3553,1306
Minnesota,Polk County,9857,5435
Minnesota,Pope County,4413,2478
Minnesota,Ramsey County,77323,211357
Minnesota,Red Lake County,1450,689
Minnesota,Redwood County,5775,2358
Minnesota,Renville County,5465,2497
Minnesota,Rice County,17455,17386
Minnesota,Rock County,3578,1554
Minnesota,Roseau County,6053,2182
Minnesota,St. Louis County,49214,67836
Minnesota,Scott County,45840,40007
Minnesota,Sherburne County,36205,18056
Minnesota,Sibley County,5864,2417
Minnesota,Stearns County,50960,31883
Minnesota,Steele County,12472,7794
Minnesota,Stevens County,3045,1921
Minnesota,Swift County,3316,1784
Minnesota,Todd County,9755,3286
Minnesota,Traverse County,1173,662
Minnesota,Wabasha County,8149,4691
Minnesota,Wadena County,5517,2021
Minnesota,Waseca County,6623,3494
Minnesota,Washington County,73749,89136
Minnesota,Watonwan County,3103,1987
Minnesota,Wilkin County,2333,1027
Minnesota,Winona County,13227,13330
Minnesota,Wright County,53565,30854
Minnesota,Yellow Medicine County,3734,1685
Mississippi,Adams County,5222,6914
Mississippi,Alcorn County,12689,2741
Mississippi,Amite County,3781,2114
Mississippi,Attala County,5178,3542
Mississippi,Benton County,2553,1661
Mississippi,Bolivar County,4260,7203
Mississippi,Calhoun County,4592,1878
Mississippi,Carroll County,3257,1203
Mississippi,Chickasaw County,4173,3808
Mississippi,Choctaw County,2971,1170
Mississippi,Claiborne County,479,2337
Mississippi,Clarke County,5372,2815
Mississippi,Clay County,4147,5728
Mississippi,Coahoma County,1846,5189
Mississippi,Copiah County,5407,5227
Mississippi,Covington County,5811,3382
Mississippi,DeSoto County,45788,27733
Mississippi,Forrest County,15326,10603
Mississippi,Franklin County,2894,1476
Mississippi,George County,9602,1208
Mississippi,Greene County,4740,952
Mississippi,Grenada County,4889,2866
Mississippi,Hancock County,13999,3095
Mississippi,Harrison County,41281,18499
Mississippi,Hinds County,21242,59192
Mississippi,Holmes County,1196,5182
Mississippi,Humphreys County,1115,2994
Mississippi,Issaquena County,308,355
Mississippi,Itawamba County,9374,1230
Mississippi,Jackson County,32563,12061
Mississippi,Jasper County,4256,4287
Mississippi,Jefferson County,529,3325
Mississippi,Jefferson Davis County,1927,2645
Mississippi,Jones County,19130,7017
Mississippi,Kemper County,1609,2275
Mississippi,Lafayette County,9878,6904
Mississippi,Lamar County,20406,7205
Mississippi,Lauderdale County,17812,12668
Mississippi,Lawrence County,4254,2240
Mississippi,Leake County,4973,3358
Mississippi,Lee County,21297,9910
Mississippi,Leflore County,2623,5444
Mississippi,Lincoln County,10107,3978
Mississippi,Lowndes County,13699,12913
Mississippi,Madison County,26188,18931
Mississippi,Marion County,7783,3421
Mississippi,Marshall County,6591,6283
Mississippi,Monroe County,9677,4565
Mississippi,Montgomery County,2866,2084
Mississippi,Neshoba County,8311,3247
Mississippi,Newton County,6037,2542
Mississippi,Noxubee County,1057,2867
Mississippi,Oktibbeha County,8972,10257
Mississippi,Panola County,7976,7276
Mississippi,Pearl River County,19283,4068
Mississippi,Perry County,4426,1340
Mississippi,Pike County,7106,7328
Mississippi,Pontotoc County,11425,2580
Mississippi,Prentiss County,8274,2128
Mississippi,Quitman County,1020,2138
Mississippi,Rankin County,39025,13496
Mississippi,Scott County,5688,3575
Mississippi,Sharkey County,687,1440
Mississippi,Simpson County,6552,3384
Mississippi,Smith County,5697,1518
Mississippi,Stone County,5239,1208
Mississippi,Sunflower County,2361,5118
Mississippi,Tallahatchie County,2228,2636
Mississippi,Tate County,5529,2744
Mississippi,Tippah County,7987,1906
Mississippi,Tishomingo County,7854,1050
Mississippi,Tunica County,912,2525
Mississippi,Union County,9052,1792
Mississippi,Walthall County,0,0
Mississippi,Warren County,10236,10681
Mississippi,Washington County,4114,6218
Mississippi,Wayne County,6264,3592
Mississippi,Webster County,4255,1024
Mississippi,Wilkinson County,1188,2364
Mississippi,Winston County,5084,4009
Mississippi,Yalobusha County,3658,2767
Mississippi,Yazoo County,4370,4533
Missouri,Adair County,6391,3705
Missouri,Andrew County,7255,2351
Missouri,Atchison County,2199,564
Missouri,Audrain County,7727,2703
Missouri,Barry County,12425,2948
Missouri,Barton County,5168,844
Missouri,Bates County,6595,1672
Missouri,Benton County,8106,2179
Missouri,Bollinger County,5162,749
Missouri,Boone County,38596,49999
Missouri,Buchanan County,22450,13445
Missouri,Butler County,14599,3301
Missouri,Caldwell County,3725,897
Missouri,Callaway County,14812,5868
Missouri,Camden County,18825,5640
Missouri,Cape Girardeau County,28873,10738
Missouri,Carroll County,3706,785
Missouri,Carter County,2451,418
Missouri,Cass County,37172,19035
Missouri,Cedar County,5786,1143
Missouri,Chariton County,3109,916
Missouri,Christian County,34904,11126
Missouri,Clark County,2672,678
Missouri,Clay County,64583,59519
Missouri,Clinton County,7789,2894
Missouri,Cole County,26066,12687
Missouri,Cooper County,6272,2249
Missouri,Crawford County,8725,2113
Missouri,Dade County,3414,656
Missouri,Dallas County,6620,1380
Missouri,Daviess County,3077,740
Missouri,DeKalb County,3827,930
Missouri,Dent County,5987,1056
Missouri,Douglas County,5896,1012
Missouri,Dunklin County,8135,2200
Missouri,Franklin County,38034,14561
Missouri,Gasconade County,6222,1601
Missouri,Gentry County,2580,613
Missouri,Greene County,81312,53307
Missouri,Grundy County,3585,799
Missouri,Harrison County,3198,597
Missouri,Henry County,8019,2615
Missouri,Hickory County,3965,1054
Missouri,Holt County,1976,338
Missouri,Howard County,3552,1412
Missouri,Howell County,15174,3214
Missouri,Iron County,3596,945
Missouri,Jackson County,125897,198031
Missouri,Jasper County,37714,13539
Missouri,Jefferson County,77021,37507
Missouri,Johnson County,15468,6961
Missouri,Knox County,1486,340
Missouri,Laclede County,13755,2779
Missouri,Lafayette County,12262,4470
Missouri,Lawrence County,14421,3214
Missouri,Lewis County,3541,984
Missouri,Lincoln County,21702,6553
Missouri,Linn County,4344,1274
Missouri,Livingston County,5266,1409
Missouri,McDonald County,7465,1437
Missouri,Macon County,6075,1661
Missouri,Madison County,4581,1017
Missouri,Maries County,3890,814
Missouri,Marion County,9910,3201
Missouri,Mercer County,1541,222
Missouri,Miller County,10175,2038
Missouri,Mississippi County,3537,1178
Missouri,Moniteau County,5738,1307
Missouri,Monroe County,3466,931
Missouri,Montgomery County,4457,1206
Missouri,Morgan County,7439,1924
Missouri,New Madrid County,5447,1748
Missouri,Newton County,22090,5793
Missouri,Nodaway County,6855,2849
Missouri,Oregon County,3847,823
Missouri,Osage County,6341,1031
Missouri,Ozark County,4064,752
Missouri,Pemiscot County,4116,1556
Missouri,Perry County,7634,1661
Missouri,Pettis County,13835,4776
Missouri,Phelps County,13438,5619
Missouri,Pike County,5856,1717
Missouri,Platte County,29251,28111
Missouri,Polk County,11849,2883
Missouri,Pulaski County,10326,3735
Missouri,Putnam County,1984,361
Missouri,Ralls County,4396,1205
Missouri,Randolph County,8018,2485
Missouri,Ray County,8328,3107
Missouri,Reynolds County,2733,529
Missouri,Ripley County,4838,833
Missouri,St. Charles County,128193,89346
Missouri,St. Clair County,3930,988
Missouri,Ste. Genevieve County,6627,2713
Missouri,St. Francois County,20506,7044
Missouri,St. Louis County,196808,322802
Missouri,Saline County,6447,2903
Missouri,Schuyler County,1606,373
Missouri,Scotland County,1560,387
Missouri,Scott County,13769,3753
Missouri,Shannon County,3164,706
Missouri,Shelby County,2700,592
Missouri,Stoddard County,11460,1814
Missouri,Stone County,14716,3486
Missouri,Sullivan County,1974,478
Missouri,Taney County,20426,5325
Missouri,Texas County,9478,1716
Missouri,Vernon County,7135,1902
Missouri,Warren County,13222,4769
Missouri,Washington County,8046,1804
Missouri,Wayne County,4984,844
Missouri,Webster County,14874,3572
Missouri,Worth County,877,215
Missouri,Wright County,7452,1167
Missouri,St. Louis city,21185,108385
Montana,Beaverhead County,3923,1608
Montana,Big Horn County,2185,2401
Montana,Blaine County,1469,1589
Montana,Broadwater County,3139,830
Montana,Carbon County,4424,2412
Montana,Carter County,775,74
Montana,Cascade County,23199,15384
Montana,Chouteau County,1888,988
Montana,Custer County,4204,1510
Montana,Daniels County,799,195
Montana,Dawson County,3758,962
Montana,Deer Lodge County,2184,2562
Montana,Fallon County,1375,172
Montana,Fergus County,4830,1491
Montana,Flathead County,38233,20238
Montana,Gallatin County,31639,36964
Montana,Garfield County,764,41
Montana,Glacier County,1882,3603
Montana,Golden Valley County,414,78
Montana,Granite County,1419,638
Montana,Hill County,3952,2972
Montana,Jefferson County,5345,2625
Montana,Judith Basin County,1040,275
Montana,Lake County,9319,6911
Montana,Lewis and Clark County,21407,19741
Montana,Liberty County,821,249
Montana,Lincoln County,8516,2812
Montana,McCone County,956,155
Montana,Madison County,4186,1770
Montana,Meagher County,833,258
Montana,Mineral County,1828,686
Montana,Missoula County,26336,43351
Montana,Musselshell County,2423,413
Montana,Park County,6022,5277
Montana,Petroleum County,298,39
Montana,Phillips County,1936,414
Montana,Pondera County,2030,903
Montana,Powder River County,970,154
Montana,Powell County,2347,752
Montana,Prairie County,603,126
Montana,Ravalli County,19103,8757
Montana,Richland County,4792,874
Montana,Roosevelt County,1991,1902
Montana,Rosebud County,2485,1199
Montana,Sanders County,5660,1819
Montana,Sheridan County,1402,574
Montana,Silver Bow County,7790,10442
Montana,Stillwater County,4430,1155
Montana,Sweet Grass County,1840,549
Montana,Teton County,2608,1007
Montana,Toole County,1596,467
Montana,Treasure County,373,78
Montana,Valley County,3135,1030
Montana,Wheatland County,823,225
Montana,Wibaux County,516,77
Montana,Yellowstone County,49548,29936
Nebraska,Adams County,9993,4171
Nebraska,Antelope County,3076,449
Nebraska,Arthur County,260,21
Nebraska,Banner County,362,43
Nebraska,Blaine County,280,35
Nebraska,Boone County,2653,499
Nebraska,Box Butte County,3920,1037
Nebraska,Boyd County,1006,135
Nebraska,Brown County,1468,190
Nebraska,Buffalo County,16473,6292
Nebraska,Burt County,2560,1061
Nebraska,Butler County,3526,869
Nebraska,Cass County,9296,4364
Nebraska,Cedar County,4174,725
Nebraska,Chase County,1714,226
Nebraska,Cherry County,2838,367
Nebraska,Cheyenne County,3782,851
Nebraska,Clay County,2840,631
Nebraska,Colfax County,2635,1024
Nebraska,Cuming County,3476,862
Nebraska,Custer County,4996,768
Nebraska,Dakota County,3869,2696
Nebraska,Dawes County,2919,1076
Nebraska,Dawson County,6487,2484
Nebraska,Deuel County,901,153
Nebraska,Dixon County,2335,651
Nebraska,Dodge County,10963,5526
Nebraska,Douglas County,112354,141140
Nebraska,Dundy County,883,105
Nebraska,Fillmore County,2333,691
Nebraska,Franklin County,1434,276
Nebraska,Frontier County,1207,185
Nebraska,Furnas County,2155,397
Nebraska,Gage County,7397,3373
Nebraska,Garden County,1016,161
Nebraska,Garfield County,925,133
Nebraska,Gosper County,893,215
Nebraska,Grant County,373,20
Nebraska,Greeley County,1015,228
Nebraska,Hall County,15950,7551
Nebraska,Hamilton County,4297,1117
Nebraska,Harlan County,1615,282
Nebraska,Hayes County,492,34
Nebraska,Hitchcock County,1260,174
Nebraska,Holt County,4717,678
Nebraska,Hooker County,376,59
Nebraska,Howard County,2786,648
Nebraska,Jefferson County,2593,1009
Nebraska,Johnson County,1517,646
Nebraska,Kearney County,2812,699
Nebraska,Keith County,3525,760
Nebraska,Keya Paha County,476,49
Nebraska,Kimball County,1553,267
Nebraska,Knox County,3719,903
Nebraska,Lancaster County,68321,80513
Nebraska,Lincoln County,12887,3655
Nebraska,Logan County,407,38
Nebraska,Loup County,370,75
Nebraska,McPherson County,274,17
Nebraska,Madison County,11678,3393
Nebraska,Merrick County,3407,740
Nebraska,Morrill County,2113,386
Nebraska,Nance County,1430,358
Nebraska,Nemaha County,2396,911
Nebraska,Nuckolls County,1850,409
Nebraska,Otoe County,5609,2481
Nebraska,Pawnee County,1069,322
Nebraska,Perkins County,1316,199
Nebraska,Phelps County,4131,749
Nebraska,Pierce County,3462,480
Nebraska,Platte County,11827,3208
Nebraska,Polk County,2286,527
Nebraska,Red Willow County,4525,811
Nebraska,Richardson County,2981,981
Nebraska,Rock County,741,84
Nebraska,Saline County,3458,1737
Nebraska,Sarpy County,51518,41029
Nebraska,Saunders County,9036,3318
Nebraska,Scotts Bluff County,10810,4133
Nebraska,Seward County,6424,2430
Nebraska,Sheridan County,2292,340
Nebraska,Sherman County,1306,341
Nebraska,Sioux County,640,72
Nebraska,Stanton County,2561,532
Nebraska,Thayer County,2285,619
Nebraska,Thomas County,377,45
Nebraska,Thurston County,1164,1107
Nebraska,Valley County,1892,410
Nebraska,Washington County,8533,3547
Nebraska,Wayne County,3055,1022
Nebraska,Webster County,1511,335
Nebraska,Wheeler County,437,59
Nebraska,York County,5296,1619
Nevada,Churchill County,9088,2966
Nevada,Clark County,379570,457312
Nevada,Douglas County,21237,11390
Nevada,Elko County,15726,4246
Nevada,Esmeralda County,389,72
Nevada,Eureka County,833,92
Nevada,Humboldt County,5531,1608
Nevada,Lander County,2110,478
Nevada,Lincoln County,1949,318
Nevada,Lyon County,20302,8264
Nevada,Mineral County,1343,759
Nevada,Nye County,15791,6618
Nevada,Pershing County,1668,525
Nevada,Storey County,1905,899
Nevada,Washoe County,113450,123690
Nevada,White Pine County,3238,836
Nevada,Carson City,15771,12485
New Hampshire,Alton,2420,1439
New Hampshire,Barnstead,1698,1150
New Hampshire,Belmont,2365,1609
New Hampshire,Center Harbor,407,379
New Hampshire,Gilford,2748,2508
New Hampshire,Gilmanton,1423,1020
New Hampshire,Laconia,4613,4103
New Hampshire,Meredith,2208,2139
New Hampshire,New Hampton,810,697
New Hampshire,Sanbornton,1134,875
New Hampshire,Tilton,1044,938
New Hampshire,Albany,190,250
New Hampshire,Bartlett,773,1374
New Hampshire,Brookfield,315,218
New Hampshire,Chatham,130,106
New Hampshire,Conway,2380,3380
New Hampshire,Eaton,117,188
New Hampshire,Effingham,526,391
New Hampshire,Freedom,538,538
New Hampshire,Harts Location,20,23
New Hampshire,Jackson,212,567
New Hampshire,Madison,760,926
New Hampshire,Moultonborough,1997,1605
New Hampshire,Ossipee,1487,965
New Hampshire,Sandwich,413,718
New Hampshire,Tamworth,838,899
New Hampshire,Tuftonboro,1012,875
New Hampshire,Wakefield,1986,1240
New Hampshire,Wolfeboro,2371,2355
New Hampshire,Alstead,477,684
New Hampshire,Chesterfield,958,1390
New Hampshire,Dublin,404,687
New Hampshire,Fitzwilliam,682,666
New Hampshire,Gilsum,263,240
New Hampshire,Harrisville,201,553
New Hampshire,Hinsdale,829,1048
New Hampshire,Jaffrey,1410,1528
New Hampshire,Keene,3758,8950
New Hampshire,Marlborough,441,806
New Hampshire,Marlow,207,277
New Hampshire,Nelson,164,275
New Hampshire,Richmond,413,292
New Hampshire,Rindge,2144,1443
New Hampshire,Roxbury,52,92
New Hampshire,Stoddard,430,419
New Hampshire,Sullivan,186,216
New Hampshire,Surry,252,307
New Hampshire,Swanzey,1763,2008
New Hampshire,Troy,583,509
New Hampshire,Walpole,834,1470
New Hampshire,Westmoreland,453,656
New Hampshire,Winchester,988,986
New Hampshire,Berlin,1852,2147
New Hampshire,Carroll,267,266
New Hampshire,Clarksville,108,72
New Hampshire,Colebrook,630,418
New Hampshire,Columbia,235,114
New Hampshire,Dalton,295,231
New Hampshire,Dixville,0,5
New Hampshire,Dummer,113,67
New Hampshire,Errol,144,71
New Hampshire,Gorham,746,894
New Hampshire,Jefferson,394,257
New Hampshire,Lancaster,874,817
New Hampshire,Milan,437,345
New Hampshire,Millsfield,16,5
New Hampshire,Northumberland,614,424
New Hampshire,Pittsburg,380,158
New Hampshire,Randolph,83,186
New Hampshire,Shelburne,122,131
New Hampshire,Stark,188,106
New Hampshire,Stewartstown,291,117
New Hampshire,Stratford,140,159
New Hampshire,Wentworth's Location,13,4
New Hampshire,Whitefield,669,631
New Hampshire,Alexandria,616,440
New Hampshire,Ashland,562,632
New Hampshire,Bath,353,259
New Hampshire,Benton,143,89
New Hampshire,Bethlehem,620,1021
New Hampshire,Bridgewater,472,364
New Hampshire,Bristol,994,842
New Hampshire,Campton,964,1120
New Hampshire,Canaan,890,1162
New Hampshire,Dorchester,124,105
New Hampshire,Easton,64,167
New Hampshire,Ellsworth,32,45
New Hampshire,Enfield,930,1777
New Hampshire,Franconia,248,542
New Hampshire,Grafton,423,345
New Hampshire,Groton,232,142
New Hampshire,Hanover,841,6210
New Hampshire,Haverhill,1180,925
New Hampshire,Hebron,267,239
New Hampshire,Holderness,569,890
New Hampshire,Landaff,155,126
New Hampshire,Lebanon,1954,5895
New Hampshire,Lincoln,397,513
New Hampshire,Lisbon,431,353
New Hampshire,Littleton,1507,1557
New Hampshire,Lyman,208,174
New Hampshire,Lyme,218,1074
New Hampshire,Monroe,309,227
New Hampshire,Orange,110,80
New Hampshire,Orford,269,539
New Hampshire,Piermont,194,241
New Hampshire,Plymouth,1123,2214
New Hampshire,Rumney,527,410
New Hampshire,Sugar Hill,153,316
New Hampshire,Thornton,737,958
New Hampshire,Warren,275,189
New Hampshire,Waterville,127,238
New Hampshire,Wentworth,323,280
New Hampshire,Woodstock,364,480
New Hampshire,Amherst,3208,4796
New Hampshire,Antrim,779,761
New Hampshire,Bedford,7052,7521
New Hampshire,Bennington,424,395
New Hampshire,Brookline,1647,1903
New Hampshire,Deering,670,462
New Hampshire,Francestown,534,592
New Hampshire,Goffstown,5040,4967
New Hampshire,Greenfield,466,529
New Hampshire,Greenville,532,501
New Hampshire,Hancock,408,875
New Hampshire,Hillsborough,1772,1475
New Hampshire,Hollis,2468,3277
New Hampshire,Hudson,7744,6632
New Hampshire,Litchfield,2824,2497
New Hampshire,Lyndeborough,541,564
New Hampshire,Manchester,22005,27152
New Hampshire,Mason,535,380
New Hampshire,Merrimack,7669,8725
New Hampshire,Milford,4123,4644
New Hampshire,Mont Vernon,730,1011
New Hampshire,Nashua,17806,26770
New Hampshire,New Boston,2036,1826
New Hampshire,New Ipswich,2099,962
New Hampshire,Pelham,5253,3480
New Hampshire,Peterborough,1246,3090
New Hampshire,Sharon,116,153
New Hampshire,Temple,432,518
New Hampshire,Weare,3213,2211
New Hampshire,Wilton,1090,1330
New Hampshire,Windsor,91,33
New Hampshire,Allenstown,1233,1050
New Hampshire,Andover,726,844
New Hampshire,Boscawen,1069,931
New Hampshire,Bow,2167,3256
New Hampshire,Bradford,478,563
New Hampshire,Canterbury,718,1009
New Hampshire,Chichester,930,770
New Hampshire,Concord,7836,15341
New Hampshire,Danbury,414,290
New Hampshire,Dunbarton,1121,877
New Hampshire,Epsom,1702,1180
New Hampshire,Franklin,2281,1804
New Hampshire,Henniker,1075,1569
New Hampshire,Hill,403,224
New Hampshire,Hooksett,4387,4060
New Hampshire,Hopkinton,1400,2688
New Hampshire,Loudon,2101,1449
New Hampshire,Newbury,726,905
New Hampshire,New London,1059,2081
New Hampshire,Northfield,1435,1122
New Hampshire,Pembroke,2057,2189
New Hampshire,Pittsfield,1230,807
New Hampshire,Salisbury,517,380
New Hampshire,Sutton,574,753
New Hampshire,Warner,844,1050
New Hampshire,Webster,669,548
New Hampshire,Wilmot,366,583
New Hampshire,Atkinson,2795,2250
New Hampshire,Auburn,2265,1619
New Hampshire,Brentwood,1372,1505
New Hampshire,Candia,1709,1059
New Hampshire,Chester,1951,1465
New Hampshire,Danville,1686,1082
New Hampshire,Deerfield,1786,1360
New Hampshire,Derry,9412,8215
New Hampshire,East Kingston,889,781
New Hampshire,Epping,2311,2047
New Hampshire,Exeter,3321,6820
New Hampshire,Fremont,1635,1151
New Hampshire,Greenland,1160,1723
New Hampshire,Hampstead,3303,2494
New Hampshire,Hampton,5212,6150
New Hampshire,Hampton Falls,863,845
New Hampshire,Kensington,726,805
New Hampshire,Kingston,2311,1731
New Hampshire,Londonderry,7905,7738
New Hampshire,New Castle,281,619
New Hampshire,Newfields,512,719
New Hampshire,Newington,325,304
New Hampshire,Newmarket,1925,3953
New Hampshire,Newton,1680,1277
New Hampshire,North Hampton,1455,1987
New Hampshire,Northwood,1483,1329
New Hampshire,Nottingham,1641,1769
New Hampshire,Plaistow,2504,2045
New Hampshire,Portsmouth,3829,10643
New Hampshire,Raymond,3517,2378
New Hampshire,Rye,1620,2781
New Hampshire,Salem,9969,7638
New Hampshire,Sandown,2273,1632
New Hampshire,Seabrook,2595,1973
New Hampshire,South Hampton,326,304
New Hampshire,Stratham,2115,3306
New Hampshire,Windham,5196,4567
New Hampshire,Barrington,2733,3142
New Hampshire,Dover,6328,12480
New Hampshire,Durham,1712,5970
New Hampshire,Farmington,2000,1365
New Hampshire,Lee,971,1957
New Hampshire,Madbury,454,824
New Hampshire,Middleton,643,378
New Hampshire,Milton,1476,1015
New Hampshire,New Durham,1109,727
New Hampshire,Rochester,8367,8132
New Hampshire,Rollinsford,735,951
New Hampshire,Somersworth,2550,3422
New Hampshire,Strafford,1408,1330
New Hampshire,Acworth,269,293
New Hampshire,Charlestown,1239,1185
New Hampshire,Claremont,2788,2895
New Hampshire,Cornish,408,679
New Hampshire,Croydon,319,172
New Hampshire,Goshen,284,186
New Hampshire,Grantham,747,1669
New Hampshire,Langdon,199,206
New Hampshire,Lempster,440,274
New Hampshire,Newport,1773,1301
