"county","fips","candidate","state","pct_report","votes","total_votes","pct","lead"
"Darke County","39037","Hillary Clinton","OH",1,4395,25000,0.1758,"Donald Trump"
"Halifax County","37083","Hillary Clinton","NC",1,15642,24881,0.628672481009606,"Hillary Clinton"
"Halifax County","37083","Donald Trump","NC",1,8954,24881,0.359872995458382,"Hillary Clinton"
"Lincoln County","29113","Donald Trump","MO",1,18111,24857,0.728607635676067,"Donald Trump"
"Lincoln County","29113","Hillary Clinton","MO",1,5561,24857,0.223719676549865,"Donald Trump"
"Laurel County","21125","Donald Trump","KY",1,20592,24824,0.829519819529488,"Donald Trump"
"Laurel County","21125","Hillary Clinton","KY",1,3440,24824,0.138575572027071,"Donald Trump"
"Bristol County","44001","Hillary Clinton","RI",1,14532,24725,0.587745197168857,"Hillary Clinton"
"Bristol County","44001","Donald Trump","RI",1,8910,24725,0.360364004044489,"Hillary Clinton"
"St. Francois County","29187","Donald Trump","MO",1,17467,24714,0.706765396131747,"Donald Trump"
"St. Francois County","29187","Hillary Clinton","MO",1,6250,24714,0.252893097030023,"Donald Trump"
"Lee County","37105","Donald Trump","NC",1,13625,24676,0.552155940995299,"Donald Trump"
"Lee County","37105","Hillary Clinton","NC",1,10380,24676,0.420651645323391,"Donald Trump"
"Autauga County","1001","Donald Trump","AL",1,18110,24661,0.73435789302948,"Donald Trump"
"Autauga County","1001","Hillary Clinton","AL",1,5908,24661,0.239568549531649,"Donald Trump"
"Wise County","48497","Donald Trump","TX",1,20655,24661,0.837557276671668,"Donald Trump"
"Wise County","48497","Hillary Clinton","TX",1,3412,24661,0.138356108835814,"Donald Trump"
"Edgecombe County","37065","Hillary Clinton","NC",1,16152,24653,0.655173812517746,"Hillary Clinton"
"Edgecombe County","37065","Donald Trump","NC",1,8219,24653,0.333387417352858,"Hillary Clinton"
"Pike County","21195","Donald Trump","KY",1,19740,24650,0.800811359026369,"Donald Trump"
"Pike County","21195","Hillary Clinton","KY",1,4277,24650,0.173509127789047,"Donald Trump"
"Queen Anne's County","24035","Donald Trump","MD",1,16211,24633,0.658100921528031,"Donald Trump"
"Queen Anne's County","24035","Hillary Clinton","MD",1,7316,24633,0.296999959404051,"Donald Trump"
"Colbert County","1033","Donald Trump","AL",1,16718,24626,0.678875984731585,"Donald Trump"
"Colbert County","1033","Hillary Clinton","AL",1,7296,24626,0.296272232599691,"Donald Trump"
"Jackson County","17077","Hillary Clinton","IL",1,11619,24509,0.474070749520584,"Hillary Clinton"
"Jackson County","17077","Donald Trump","IL",1,10889,24509,0.44428577257334,"Hillary Clinton"
"Genesee County","36037","Donald Trump","NY",1,15986,24463,0.653476679066345,"Donald Trump"
"Genesee County","36037","Hillary Clinton","NY",1,6946,24463,0.283939009933369,"Donald Trump"
"Putnam County","54079","Donald Trump","WV",1,17455,24443,0.714110379249683,"Donald Trump"
"Putnam County","54079","Hillary Clinton","WV",1,5784,24443,0.23663216462791,"Donald Trump"
"Huron County","39077","Donald Trump","OH",1,15930,24332,0.654693407857965,"Donald Trump"
"Huron County","39077","Hillary Clinton","OH",1,7080,24332,0.290974847936873,"Donald Trump"
"Herkimer County","36043","Donald Trump","NY",1,15664,24261,0.645645274308561,"Donald Trump"
"Herkimer County","36043","Hillary Clinton","NY",1,7289,24261,0.300441037055356,"Donald Trump"
"Henry County","17073","Donald Trump","IL",1,13962,24232,0.57618025751073,"Donald Trump"
"Henry County","17073","Hillary Clinton","IL",1,8835,24232,0.364600528227138,"Donald Trump"
"Muskogee County","40101","Donald Trump","OK",1,15029,24193,0.621212747488943,"Donald Trump"
"Muskogee County","40101","Hillary Clinton","OK",1,7969,24193,0.329392799570124,"Donald Trump"
"Lamar County","28073","Donald Trump","MS",1,18493,24179,0.764837255469622,"Donald Trump"
"Lamar County","28073","Hillary Clinton","MS",1,5044,24179,0.208610777947806,"Donald Trump"
"Scott County","21209","Donald Trump","KY",1,15052,24178,0.622549425097196,"Donald Trump"
"Scott County","21209","Hillary Clinton","KY",1,7713,24178,0.319009016461246,"Donald Trump"
"Liberty County","48291","Donald Trump","TX",1,18856,24155,0.780625129372801,"Donald Trump"
"Liberty County","48291","Hillary Clinton","TX",1,4851,24155,0.200827985924239,"Donald Trump"
"Bulloch County","13031","Donald Trump","GA",1,14476,24151,0.599395470166867,"Donald Trump"
"Bulloch County","13031","Hillary Clinton","GA",1,8812,24151,0.364871019833547,"Donald Trump"
"Ashland County","39005","Donald Trump","OH",1,17169,24074,0.713176040541663,"Donald Trump"
"Ashland County","39005","Hillary Clinton","OH",1,5659,24074,0.235066877128853,"Donald Trump"
"Grant County","55043","Donald Trump","WI",1,12347,24051,0.51336742754979,"Donald Trump"
"Grant County","55043","Hillary Clinton","WI",1,10047,24051,0.417737308220032,"Donald Trump"
"Lincoln County","41041","Hillary Clinton","OR",1,12300,24035,0.511753692531725,"Hillary Clinton"
"Lincoln County","41041","Donald Trump","OR",1,9901,24035,0.411940919492407,"Hillary Clinton"
"Henry County","51089","Donald Trump","VA",1,15207,24029,0.632860293811644,"Donald Trump"
"Henry County","51089","Hillary Clinton","VA",1,8199,24029,0.341212701319239,"Donald Trump"
"Jefferson County","54037","Donald Trump","WV",1,13144,24007,0.54750697713167,"Donald Trump"
"Jefferson County","54037","Hillary Clinton","WV",1,9458,24007,0.393968425875786,"Donald Trump"
"Walker County","13295","Donald Trump","GA",1,18938,23939,0.791094030661264,"Donald Trump"
"Walker County","13295","Hillary Clinton","GA",1,4213,23939,0.175988971970425,"Donald Trump"
"Dearborn County","18029","Donald Trump","IN",1,18110,23910,0.757423672103722,"Donald Trump"
"Dearborn County","18029","Hillary Clinton","IN",1,4883,23910,0.20422417398578,"Donald Trump"
"Franklin County","21073","Donald Trump","KY",1,11819,23860,0.495347862531433,"Donald Trump"
"Franklin County","21073","Hillary Clinton","KY",1,10717,23860,0.449161777032691,"Donald Trump"
"Pickaway County","39129","Donald Trump","OH",1,16482,23814,0.692113882590073,"Donald Trump"
"Pickaway County","39129","Hillary Clinton","OH",1,6325,23814,0.265600067187369,"Donald Trump"
"Ogle County","17141","Donald Trump","IL",1,14344,23798,0.602739726027397,"Donald Trump"
"Ogle County","17141","Hillary Clinton","IL",1,8025,23798,0.337213211194218,"Donald Trump"
"Grays Harbor County","53027","Donald Trump","WA",0.85,11818,23783,0.496909557246773,"Donald Trump"
"Grays Harbor County","53027","Hillary Clinton","WA",0.85,10194,23783,0.428625488794517,"Donald Trump"
"St. Joseph County","26149","Donald Trump","MI",1,14886,23765,0.626383336839891,"Donald Trump"
"St. Joseph County","26149","Hillary Clinton","MI",1,7529,23765,0.316810435514412,"Donald Trump"
"Lyon County","32019","Donald Trump","NV",1,16005,23762,0.673554414611565,"Donald Trump"
"Lyon County","32019","Hillary Clinton","NV",1,6146,23762,0.258648261930814,"Donald Trump"
"Itasca County","27061","Donald Trump","MN",1,12920,23650,0.54630021141649,"Donald Trump"
"Itasca County","27061","Hillary Clinton","MN",1,9015,23650,0.381183932346723,"Donald Trump"
"Beaufort County","37013","Donald Trump","NC",1,14478,23599,0.613500572058138,"Donald Trump"
"Beaufort County","37013","Hillary Clinton","NC",1,8699,23599,0.368617314292979,"Donald Trump"
"Bedford County","42009","Donald Trump","PA",1,19455,23504,0.827731449965963,"Donald Trump"
"Bedford County","42009","Hillary Clinton","PA",1,3613,23504,0.153718515997277,"Donald Trump"
"Kings County","6031","Donald Trump","CA",1,13158,23497,0.559986381240158,"Donald Trump"
"Kings County","6031","Hillary Clinton","CA",1,9077,23497,0.386304634634209,"Donald Trump"
"Greene County","47059","Donald Trump","TN",1,18538,23491,0.789153292750415,"Donald Trump"
"Greene County","47059","Hillary Clinton","TN",1,4211,23491,0.179260142182112,"Donald Trump"
"Seneca County","39147","Donald Trump","OH",1,14559,23481,0.620033218346748,"Donald Trump"
"Seneca County","39147","Hillary Clinton","OH",1,7237,23481,0.308206635151825,"Donald Trump"
"Columbus County","37047","Donald Trump","NC",1,14177,23472,0.603996250852079,"Donald Trump"
"Columbus County","37047","Hillary Clinton","NC",1,8991,23472,0.383052147239264,"Donald Trump"
"Reno County","20155","Donald Trump","KS",1,15100,23448,0.643978164448993,"Donald Trump"
"Reno County","20155","Hillary Clinton","KS",1,6670,23448,0.284459228932105,"Donald Trump"
"Taney County","29213","Donald Trump","MO",1,18240,23399,0.779520492328732,"Donald Trump"
"Taney County","29213","Hillary Clinton","MO",1,4367,23399,0.186631907346468,"Donald Trump"
"Effingham County","13103","Donald Trump","GA",1,17865,23395,0.763624706133789,"Donald Trump"
"Effingham County","13103","Hillary Clinton","GA",1,4851,23395,0.207351998290233,"Donald Trump"
"Tipton County","47167","Donald Trump","TN",1,16893,23372,0.722787951394831,"Donald Trump"
"Tipton County","47167","Hillary Clinton","TN",1,5779,23372,0.247261680643505,"Donald Trump"
"Jessamine County","21113","Donald Trump","KY",1,15474,23306,0.663949197631511,"Donald Trump"
"Jessamine County","21113","Hillary Clinton","KY",1,6144,23306,0.263623101347293,"Donald Trump"
"Loudon County","47105","Donald Trump","TN",1,17588,23304,0.754720219704772,"Donald Trump"
"Loudon County","47105","Hillary Clinton","TN",1,4916,23304,0.21095090971507,"Donald Trump"
"Cass County","26027","Donald Trump","MI",1,14241,23272,0.611937091784118,"Donald Trump"
"Cass County","26027","Hillary Clinton","MI",1,7270,23272,0.312392574767962,"Donald Trump"
"Shelby County","39149","Donald Trump","OH",1,18148,23110,0.785287754218953,"Donald Trump"
"Shelby County","39149","Hillary Clinton","OH",1,4143,23110,0.179273041973172,"Donald Trump"
"Kerr County","48265","Donald Trump","TX",1,17658,23090,0.764746643568644,"Donald Trump"
"Kerr County","48265","Hillary Clinton","TX",1,4665,23090,0.202035513209181,"Donald Trump"
"Otsego County","36077","Donald Trump","NY",1,12284,23024,0.533530229325921,"Donald Trump"
"Otsego County","36077","Hillary Clinton","NY",1,9285,23024,0.403274843641418,"Donald Trump"
"Knox County","23013","Hillary Clinton","ME",1,12440,23021,0.540376178272013,"Hillary Clinton"
"Knox County","23013","Donald Trump","ME",1,9148,23021,0.397376308587811,"Hillary Clinton"
"Mercer County","54055","Donald Trump","WV",1,17362,22919,0.757537414372355,"Donald Trump"
"Mercer County","54055","Hillary Clinton","WV",1,4689,22919,0.204590078101139,"Donald Trump"
"Marion County","54049","Donald Trump","WV",1,14592,22910,0.63692710606722,"Donald Trump"
"Marion County","54049","Hillary Clinton","WV",1,6926,22910,0.302313400261894,"Donald Trump"
"Grundy County","17063","Donald Trump","IL",1,13417,22891,0.586125551526801,"Donald Trump"
"Grundy County","17063","Hillary Clinton","IL",1,8021,22891,0.350399720414137,"Donald Trump"
"St. Mary Parish","22101","Donald Trump","LA",1,14353,22871,0.627563289755586,"Donald Trump"
"St. Mary Parish","22101","Hillary Clinton","LA",1,8050,22871,0.351974115692362,"Donald Trump"
"Auglaize County","39011","Donald Trump","OH",1,18130,22860,0.793088363954506,"Donald Trump"
"Auglaize County","39011","Hillary Clinton","OH",1,3825,22860,0.167322834645669,"Donald Trump"
"Hardin County","48199","Donald Trump","TX",1,19600,22768,0.860857343640197,"Donald Trump"
"Hardin County","48199","Hillary Clinton","TX",1,2779,22768,0.122057273366128,"Donald Trump"
"Clinton County","19045","Donald Trump","IA",1,11249,22748,0.494505011429576,"Donald Trump"
"Clinton County","19045","Hillary Clinton","IA",1,10079,22748,0.44307191841041,"Donald Trump"
"Polk County","55095","Donald Trump","WI",1,13864,22691,0.610991141862412,"Donald Trump"
"Polk County","55095","Hillary Clinton","WI",1,7568,22691,0.333524304790446,"Donald Trump"
"Cerro Gordo County","19033","Donald Trump","IA",1,11583,22633,0.511774842044802,"Donald Trump"
"Cerro Gordo County","19033","Hillary Clinton","IA",1,9840,22633,0.434763398577299,"Donald Trump"
"Waldo County","23027","Hillary Clinton","ME",1,10442,22630,0.461422889969068,"Hillary Clinton"
"Waldo County","23027","Donald Trump","ME",1,10378,22630,0.458594785682722,"Hillary Clinton"
"Eagle County","8037","Hillary Clinton","CO",1,12652,22611,0.55955066118261,"Hillary Clinton"
"Eagle County","8037","Donald Trump","CO",1,8153,22611,0.360576710450666,"Hillary Clinton"
"Newaygo County","26123","Donald Trump","MI",1,15174,22605,0.671267418712674,"Donald Trump"
"Newaygo County","26123","Hillary Clinton","MI",1,6212,22605,0.274806458748065,"Donald Trump"
"Boone County","17007","Donald Trump","IL",1,12261,22604,0.542426119270926,"Donald Trump"
"Boone County","17007","Hillary Clinton","IL",1,8952,22604,0.396036099805344,"Donald Trump"
"Barron County","55005","Donald Trump","WI",1,13595,22514,0.603846495513902,"Donald Trump"
"Barron County","55005","Hillary Clinton","WI",1,7881,22514,0.350048858488052,"Donald Trump"
"Nacogdoches County","48347","Donald Trump","TX",1,14751,22430,0.657646009808292,"Donald Trump"
"Nacogdoches County","48347","Hillary Clinton","TX",1,6822,22430,0.30414623272403,"Donald Trump"
"Crawford County","5033","Donald Trump","AR",1,16655,22403,0.743427219568808,"Donald Trump"
"Crawford County","5033","Hillary Clinton","AR",1,4476,22403,0.199794670356649,"Donald Trump"
"Washington County","36115","Donald Trump","NY",1,12770,22401,0.570063836435873,"Donald Trump"
"Washington County","36115","Hillary Clinton","NY",1,8238,22401,0.367751439667872,"Donald Trump"
"Wayne County","42127","Donald Trump","PA",1,15269,22365,0.682718533422759,"Donald Trump"
"Wayne County","42127","Hillary Clinton","PA",1,6398,22365,0.286071987480438,"Donald Trump"
"Grady County","40051","Donald Trump","OK",1,17293,22257,0.776969043447005,"Donald Trump"
"Grady County","40051","Hillary Clinton","OK",1,3878,22257,0.174237318596397,"Donald Trump"
"Charlottesville city","51540","Hillary Clinton","VA",1,17865,22211,0.804331187249561,"Hillary Clinton"
"Charlottesville city","51540","Donald Trump","VA",1,2951,22211,0.132862095358156,"Hillary Clinton"
"Washington County","40147","Donald Trump","OK",1,15810,22208,0.711905619596542,"Donald Trump"
"Washington County","40147","Hillary Clinton","OK",1,5047,22208,0.227260446685879,"Donald Trump"
"Douglas County","55031","Hillary Clinton","WI",1,11342,22185,0.511246337615506,"Hillary Clinton"
"Douglas County","55031","Donald Trump","WI",1,9657,22185,0.435294117647059,"Hillary Clinton"
"Camden County","29029","Donald Trump","MO",1,16721,22182,0.753809395004959,"Donald Trump"
"Camden County","29029","Hillary Clinton","MO",1,4706,22182,0.212153998737715,"Donald Trump"
"Stokes County","37169","Donald Trump","NC",1,16976,22182,0.765305202416374,"Donald Trump"
"Stokes County","37169","Hillary Clinton","NC",1,4645,22182,0.209404021278514,"Donald Trump"
"Sullivan County","33019","Donald Trump","NH",1,10796,22129,0.48786660038863,"Donald Trump"
"Sullivan County","33019","Hillary Clinton","NH",1,10210,22129,0.461385512223779,"Donald Trump"
"Ravalli County","30081","Donald Trump","MT",1,14673,22122,0.663276376457825,"Donald Trump"
"Ravalli County","30081","Hillary Clinton","MT",1,6166,22122,0.278727059036253,"Donald Trump"
"Venango County","42121","Donald Trump","PA",1,15254,22096,0.690351194786387,"Donald Trump"
"Venango County","42121","Hillary Clinton","PA",1,5889,22096,0.266518826937002,"Donald Trump"
"Culpeper County","51047","Donald Trump","VA",1,13341,22087,0.604020464526645,"Donald Trump"
"Culpeper County","51047","Hillary Clinton","VA",1,7744,22087,0.350613483044325,"Donald Trump"
"Christian County","21047","Donald Trump","KY",1,14108,22083,0.638862473395825,"Donald Trump"
"Christian County","21047","Hillary Clinton","KY",1,7188,22083,0.32549925281891,"Donald Trump"
"Gadsden County","12039","Hillary Clinton","FL",1,14994,22079,0.679106843607047,"Hillary Clinton"
"Gadsden County","12039","Donald Trump","FL",1,6721,22079,0.304406902486526,"Hillary Clinton"
"Dunn County","55033","Donald Trump","WI",1,11487,22029,0.521448999046711,"Donald Trump"
"Dunn County","55033","Hillary Clinton","WI",1,9025,22029,0.409687230468927,"Donald Trump"
"Knox County","17095","Donald Trump","IL",1,10658,21964,0.485248588599527,"Donald Trump"
"Knox County","17095","Hillary Clinton","IL",1,9939,21964,0.452513203423784,"Donald Trump"
"Macoupin County","17117","Donald Trump","IL",1,14194,21881,0.648690644851698,"Donald Trump"
"Macoupin County","17117","Hillary Clinton","IL",1,6532,21881,0.298523833462822,"Donald Trump"
"Fremont County","8043","Donald Trump","CO",1,15066,21880,0.688574040219378,"Donald Trump"
"Fremont County","8043","Hillary Clinton","CO",1,5275,21880,0.241087751371115,"Donald Trump"
"Pope County","5115","Donald Trump","AR",1,15694,21770,0.720900321543408,"Donald Trump"
"Pope County","5115","Hillary Clinton","AR",1,4818,21770,0.221313734497014,"Donald Trump"
"Cherokee County","45021","Donald Trump","SC",1,15165,21754,0.697113174588581,"Donald Trump"
"Cherokee County","45021","Hillary Clinton","SC",1,6089,21754,0.279902546658086,"Donald Trump"
"Ottawa County","39123","Donald Trump","OH",1,12389,21742,0.569818783920523,"Donald Trump"
"Ottawa County","39123","Hillary Clinton","OH",1,8136,21742,0.374206604728176,"Donald Trump"
"Garfield County","40047","Donald Trump","OK",1,15998,21692,0.737506914991702,"Donald Trump"
"Garfield County","40047","Hillary Clinton","OK",1,4391,21692,0.202424857090171,"Donald Trump"
"Van Zandt County","48467","Donald Trump","TX",1,18436,21689,0.850016137212412,"Donald Trump"
"Van Zandt County","48467","Hillary Clinton","TX",1,2792,21689,0.12872884872516,"Donald Trump"
"Kandiyohi County","27067","Donald Trump","MN",1,12785,21648,0.590585735402809,"Donald Trump"
"Kandiyohi County","27067","Hillary Clinton","MN",1,7266,21648,0.335643015521064,"Donald Trump"
"Douglas County","27041","Donald Trump","MN",1,13966,21623,0.645886324746797,"Donald Trump"
"Douglas County","27041","Hillary Clinton","MN",1,6227,21623,0.287980391250058,"Donald Trump"
"Sagadahoc County","23023","Hillary Clinton","ME",1,10679,21596,0.494489720318578,"Hillary Clinton"
"Sagadahoc County","23023","Donald Trump","ME",1,9304,21596,0.430820522318948,"Hillary Clinton"
"Coles County","17029","Donald Trump","IL",1,12985,21580,0.601714550509731,"Donald Trump"
"Coles County","17029","Hillary Clinton","IL",1,7285,21580,0.33758109360519,"Donald Trump"
"Roane County","47145","Donald Trump","TN",1,15863,21580,0.735078776645042,"Donald Trump"
"Roane County","47145","Hillary Clinton","TN",1,4833,21580,0.223957367933272,"Donald Trump"
"San Patricio County","48409","Donald Trump","TX",1,13004,21513,0.604471714777111,"Donald Trump"
"San Patricio County","48409","Hillary Clinton","TX",1,7825,21513,0.363733556454237,"Donald Trump"
"Lincoln County","23015","Hillary Clinton","ME",1,10241,21432,0.477836879432624,"Hillary Clinton"
"Lincoln County","23015","Donald Trump","ME",1,9727,21432,0.453854050018664,"Hillary Clinton"
"Gila County","4007","Donald Trump","AZ",1,13672,21398,0.638938218525096,"Donald Trump"
"Gila County","4007","Hillary Clinton","AZ",1,6746,21398,0.315263108701748,"Donald Trump"
"Davie County","37059","Donald Trump","NC",1,15502,21350,0.726088992974239,"Donald Trump"
"Davie County","37059","Hillary Clinton","NC",1,5228,21350,0.244871194379391,"Donald Trump"
"Hall County","31079","Donald Trump","NE",1,14139,21331,0.662838122919694,"Donald Trump"
"Hall County","31079","Hillary Clinton","NE",1,6142,21331,0.287937743190661,"Donald Trump"
"Beltrami County","27007","Donald Trump","MN",1,10783,21316,0.505864139613436,"Donald Trump"
"Beltrami County","27007","Hillary Clinton","MN",1,8688,21316,0.40758115969225,"Donald Trump"
"Mercer County","39107","Donald Trump","OH",1,17200,21315,0.806943467041989,"Donald Trump"
"Mercer County","39107","Hillary Clinton","OH",1,3335,21315,0.156462585034014,"Donald Trump"
"Saline County","20169","Donald Trump","KS",1,13367,21206,0.630340469678393,"Donald Trump"
"Saline County","20169","Hillary Clinton","KS",1,6084,21206,0.286899933980949,"Donald Trump"
"Perry County","42099","Donald Trump","PA",1,15613,21153,0.738098614853685,"Donald Trump"
"Perry County","42099","Hillary Clinton","PA",1,4630,21153,0.218881482532029,"Donald Trump"
"Windham County","50025","Hillary Clinton","VT",1,14340,21151,0.677982128504562,"Hillary Clinton"
"Windham County","50025","Donald Trump","VT",1,5462,21151,0.258238381164011,"Hillary Clinton"
"Pierce County","55093","Donald Trump","WI",1,11260,21089,0.533927640001897,"Donald Trump"
"Pierce County","55093","Hillary Clinton","WI",1,8380,21089,0.397363554459671,"Donald Trump"
"Johnson County","29101","Donald Trump","MO",1,13702,21087,0.649784227249016,"Donald Trump"
"Johnson County","29101","Hillary Clinton","MO",1,5924,21087,0.280931379522929,"Donald Trump"
"Montrose County","8085","Donald Trump","CO",1,14303,21070,0.678832463217845,"Donald Trump"
"Montrose County","8085","Hillary Clinton","CO",1,5438,21070,0.258092074038918,"Donald Trump"
"Chelan County","53007","Donald Trump","WA",0.5714,11556,21038,0.549291757771651,"Donald Trump"
"Chelan County","53007","Hillary Clinton","WA",0.5714,8402,21038,0.399372563931933,"Donald Trump"
"Logan County","39091","Donald Trump","OH",1,15586,21007,0.741943161803208,"Donald Trump"
"Logan County","39091","Hillary Clinton","OH",1,4537,21007,0.215975627171895,"Donald Trump"
"Jackson County","12063","Donald Trump","FL",1,14231,20997,0.677763490022384,"Donald Trump"
"Jackson County","12063","Hillary Clinton","FL",1,6383,20997,0.303995808925085,"Donald Trump"
"Carter County","47019","Donald Trump","TN",1,16897,20993,0.804887343400181,"Donald Trump"
"Carter County","47019","Hillary Clinton","TN",1,3453,20993,0.164483399228314,"Donald Trump"
"McKinley County","35031","Hillary Clinton","NM",1,13162,20959,0.627987976525598,"Hillary Clinton"
"McKinley County","35031","Donald Trump","NM",1,4893,20959,0.233455794646691,"Hillary Clinton"
"Isanti County","27059","Donald Trump","MN",1,13635,20875,0.653173652694611,"Donald Trump"
"Isanti County","27059","Hillary Clinton","MN",1,5656,20875,0.270946107784431,"Donald Trump"
"Imperial County","6025","Hillary Clinton","CA",1,14331,20858,0.687074503787516,"Hillary Clinton"
"Imperial County","6025","Donald Trump","CA",1,5607,20858,0.268817719819733,"Hillary Clinton"
"Oneida County","55085","Donald Trump","WI",1,11677,20837,0.560397370062869,"Donald Trump"
"Oneida County","55085","Hillary Clinton","WI",1,8103,20837,0.388875557901809,"Donald Trump"
"Jackson County","1071","Donald Trump","AL",1,16643,20785,0.80072167428434,"Donald Trump"
"Jackson County","1071","Hillary Clinton","AL",1,3663,20785,0.176232860235747,"Donald Trump"
"Nelson County","21179","Donald Trump","KY",1,13430,20772,0.646543423839784,"Donald Trump"
"Nelson County","21179","Hillary Clinton","KY",1,6434,20772,0.309743886000385,"Donald Trump"
"St. John the Baptist Parish","22095","Hillary Clinton","LA",1,12658,20740,0.610318225650916,"Hillary Clinton"
"St. John the Baptist Parish","22095","Donald Trump","LA",1,7569,20740,0.364946962391514,"Hillary Clinton"
"Hawkins County","47073","Donald Trump","TN",1,16611,20694,0.802696433748913,"Donald Trump"
"Hawkins County","47073","Hillary Clinton","TN",1,3502,20694,0.169227795496279,"Donald Trump"
"Fulton County","39051","Donald Trump","OH",1,13419,20693,0.64848016237375,"Donald Trump"
"Fulton County","39051","Hillary Clinton","OH",1,5981,20693,0.289034939351472,"Donald Trump"
"Duplin County","37061","Donald Trump","NC",1,12151,20601,0.589825736614727,"Donald Trump"
"Duplin County","37061","Hillary Clinton","NC",1,8196,20601,0.397844764817242,"Donald Trump"
"Hamblen County","47063","Donald Trump","TN",1,15839,20579,0.769668108265708,"Donald Trump"
"Hamblen County","47063","Hillary Clinton","TN",1,4075,20579,0.198017396374945,"Donald Trump"
"Shelby County","21211","Donald Trump","KY",1,13196,20573,0.641423224614786,"Donald Trump"
"Shelby County","21211","Hillary Clinton","KY",1,6276,20573,0.305060030136587,"Donald Trump"
"Tioga County","36107","Donald Trump","NY",1,12528,20556,0.609457092819615,"Donald Trump"
"Tioga County","36107","Hillary Clinton","NY",1,6852,20556,0.333333333333333,"Donald Trump"
"Coffee County","1031","Donald Trump","AL",1,15825,20513,0.771461999707503,"Donald Trump"
"Coffee County","1031","Hillary Clinton","AL",1,4194,20513,0.204455711012529,"Donald Trump"
"Isle of Wight County","51093","Donald Trump","VA",1,11971,20481,0.584492944680436,"Donald Trump"
"Isle of Wight County","51093","Hillary Clinton","VA",1,7673,20481,0.374639910160637,"Donald Trump"
"Buffalo County","31019","Donald Trump","NE",1,14424,20477,0.704400058602334,"Donald Trump"
"Buffalo County","31019","Hillary Clinton","NE",1,4690,20477,0.22903745665869,"Donald Trump"
"Riley County","20161","Donald Trump","KS",1,9817,20475,0.479462759462759,"Donald Trump"
"Riley County","20161","Hillary Clinton","KS",1,8892,20475,0.434285714285714,"Donald Trump"
"Preble County","39135","Donald Trump","OH",1,15376,20475,0.750964590964591,"Donald Trump"
"Preble County","39135","Hillary Clinton","OH",1,4323,20475,0.211135531135531,"Donald Trump"
"Boyd County","21019","Donald Trump","KY",1,13591,20454,0.664466607998435,"Donald Trump"
"Boyd County","21019","Hillary Clinton","KY",1,6021,20454,0.294367849809328,"Donald Trump"
"Hopkins County","21107","Donald Trump","KY",1,15277,20341,0.751044688068433,"Donald Trump"
"Hopkins County","21107","Hillary Clinton","KY",1,4310,20341,0.211887321173984,"Donald Trump"
"Shenandoah County","51171","Donald Trump","VA",1,14078,20335,0.692303909515613,"Donald Trump"
"Shenandoah County","51171","Hillary Clinton","VA",1,5269,20335,0.259109909023851,"Donald Trump"
"Chaves County","35005","Donald Trump","NM",1,12869,20261,0.635161147031242,"Donald Trump"
"Chaves County","35005","Hillary Clinton","NM",1,5530,20261,0.272938157050491,"Donald Trump"
"Summit County","49043","Hillary Clinton","UT",1,10251,20133,0.509164059007599,"Hillary Clinton"
"Summit County","49043","Donald Trump","UT",1,7160,20133,0.355635027069985,"Hillary Clinton"
"Henry County","18065","Donald Trump","IN",1,13895,20075,0.692154420921544,"Donald Trump"
"Henry County","18065","Hillary Clinton","IN",1,5124,20075,0.255242839352428,"Donald Trump"
"Marinette County","55075","Donald Trump","WI",1,12995,19979,0.650432954602332,"Donald Trump"
"Marinette County","55075","Hillary Clinton","WI",1,6243,19979,0.312478102007107,"Donald Trump"
"Kendall County","48259","Donald Trump","TX",1,15663,19936,0.785664125200642,"Donald Trump"
"Kendall County","48259","Hillary Clinton","TX",1,3633,19936,0.182233146067416,"Donald Trump"
"Oconto County","55083","Donald Trump","WI",1,13255,19924,0.665278056615138,"Donald Trump"
"Oconto County","55083","Hillary Clinton","WI",1,5886,19924,0.295422605902429,"Donald Trump"
"Dubois County","18037","Donald Trump","IN",1,13365,19917,0.671034794396747,"Donald Trump"
"Dubois County","18037","Hillary Clinton","IN",1,5389,19917,0.270572877441382,"Donald Trump"
"Benton County","27009","Donald Trump","MN",1,12872,19911,0.646476821857265,"Donald Trump"
"Benton County","27009","Hillary Clinton","MN",1,5640,19911,0.283260509266235,"Donald Trump"
"Coffee County","47031","Donald Trump","TN",1,14409,19895,0.7242523247047,"Donald Trump"
"Coffee County","47031","Hillary Clinton","TN",1,4741,19895,0.238301080673536,"Donald Trump"
"Hillsdale County","26059","Donald Trump","MI",1,14094,19880,0.708953722334004,"Donald Trump"
"Hillsdale County","26059","Hillary Clinton","MI",1,4799,19880,0.241398390342052,"Donald Trump"
"Otero County","35035","Donald Trump","NM",1,11756,19791,0.594007377090597,"Donald Trump"
"Otero County","35035","Hillary Clinton","NM",1,6033,19791,0.304835531302107,"Donald Trump"
"Vance County","37181","Hillary Clinton","NC",1,12168,19762,0.615727153122154,"Hillary Clinton"
"Vance County","37181","Donald Trump","NC",1,7304,19762,0.369598218803765,"Hillary Clinton"
"Baxter County","5005","Donald Trump","AR",1,14655,19730,0.742777496198682,"Donald Trump"
"Baxter County","5005","Hillary Clinton","AR",1,4163,19730,0.210998479472884,"Donald Trump"
"Henderson County","21101","Donald Trump","KY",1,12159,19705,0.617051509769094,"Donald Trump"
