State,County,Votes_Left,Votes_Right,Total_shootings,Normalized_Shootings_rate,FIPS
New Hampshire,Brookfield,315,218,0,0.000,0
New Hampshire,Chatham,130,106,0,0.000,0
New Hampshire,Conway,2380,3380,0,0.000,0
New Hampshire,Eaton,117,188,0,0.000,0
New Hampshire,Effingham,526,391,0,0.000,0
New Hampshire,Freedom,538,538,0,0.000,0
New Hampshire,Harts Location,20,23,0,0.000,0
New Hampshire,Jackson,212,567,0,0.000,0
New Hampshire,Madison,760,926,0,0.000,0
New Hampshire,Moultonborough,1997,1605,0,0.000,0
New Hampshire,Ossipee,1487,965,0,0.000,0
New Hampshire,Sandwich,413,718,0,0.000,0
New Hampshire,Tamworth,838,899,0,0.000,0
New Hampshire,Tuftonboro,1012,875,0,0.000,0
New Hampshire,Wakefield,1986,1240,0,0.000,0
New Hampshire,Wolfeboro,2371,2355,0,0.000,0
New Hampshire,Alstead,477,684,0,0.000,0
New Hampshire,Chesterfield,958,1390,0,0.000,0
New Hampshire,Dublin,404,687,0,0.000,0
New Hampshire,Fitzwilliam,682,666,0,0.000,0
New Hampshire,Gilsum,263,240,0,0.000,0
New Hampshire,Harrisville,201,553,0,0.000,0
New Hampshire,Hinsdale,829,1048,0,0.000,0
New Hampshire,Jaffrey,1410,1528,0,0.000,0
New Hampshire,Keene,3758,8950,0,0.000,0
New Hampshire,Marlborough,441,806,0,0.000,0
New Hampshire,Marlow,207,277,0,0.000,0
New Hampshire,Nelson,164,275,0,0.000,0
New Hampshire,Richmond,413,292,0,0.000,0
New Hampshire,Rindge,2144,1443,0,0.000,0
New Hampshire,Roxbury,52,92,0,0.000,0
New Hampshire,Stoddard,430,419,0,0.000,0
New Hampshire,Sullivan,186,216,1,0.226,0
New Hampshire,Surry,252,307,0,0.000,0
New Hampshire,Swanzey,1763,2008,0,0.000,0
New Hampshire,Troy,583,509,0,0.000,0
New Hampshire,Walpole,834,1470,0,0.000,0
New Hampshire,Westmoreland,453,656,0,0.000,0
New Hampshire,Winchester,988,986,0,0.000,0
New Hampshire,Berlin,1852,2147,0,0.000,0
New Hampshire,Carroll,267,266,0,0.000,0
New Hampshire,Clarksville,108,72,0,0.000,0
New Hampshire,Colebrook,630,418,0,0.000,0
New Hampshire,Columbia,235,114,0,0.000,0
New Hampshire,Dalton,295,231,0,0.000,0
New Hampshire,Dixville,0,5,0,0.000,0
New Hampshire,Dummer,113,67,0,0.000,0
New Hampshire,Errol,144,71,0,0.000,0
New Hampshire,Gorham,746,894,0,0.000,0
New Hampshire,Jefferson,394,257,0,0.000,0
New Hampshire,Lancaster,874,817,0,0.000,0
New Hampshire,Milan,437,345,0,0.000,0
New Hampshire,Millsfield,16,5,0,0.000,0
New Hampshire,Northumberland,614,424,0,0.000,0
New Hampshire,Pittsburg,380,158,0,0.000,0
New Hampshire,Randolph,83,186,0,0.000,0
New Hampshire,Shelburne,122,131,0,0.000,0
New Hampshire,Stark,188,106,0,0.000,0
New Hampshire,Stewartstown,291,117,0,0.000,0
New Hampshire,Stratford,140,159,0,0.000,0
New Hampshire,Wentworth's Location,13,4,0,0.000,0
New Hampshire,Whitefield,669,631,0,0.000,0
New Hampshire,Alexandria,616,440,0,0.000,0
New Hampshire,Ashland,562,632,0,0.000,0
New Hampshire,Bath,353,259,0,0.000,0
New Hampshire,Benton,143,89,0,0.000,0
New Hampshire,Bethlehem,620,1021,0,0.000,0
New Hampshire,Bridgewater,472,364,0,0.000,0
New Hampshire,Bristol,994,842,0,0.000,0
New Hampshire,Campton,964,1120,0,0.000,0
New Hampshire,Canaan,890,1162,0,0.000,0
New Hampshire,Dorchester,124,105,0,0.000,0
New Hampshire,Easton,64,167,0,0.000,0
New Hampshire,Ellsworth,32,45,0,0.000,0
New Hampshire,Enfield,930,1777,0,0.000,0
New Hampshire,Franconia,248,542,0,0.000,0
New Hampshire,Grafton,423,345,2,0.237,0
New Hampshire,Groton,232,142,0,0.000,0
New Hampshire,Hanover,841,6210,0,0.000,0
New Hampshire,Haverhill,1180,925,0,0.000,0
New Hampshire,Hebron,267,239,0,0.000,0
New Hampshire,Holderness,569,890,0,0.000,0
New Hampshire,Landaff,155,126,0,0.000,0
New Hampshire,Lebanon,1954,5895,0,0.000,0
New Hampshire,Lincoln,397,513,0,0.000,0
New Hampshire,Lisbon,431,353,0,0.000,0
New Hampshire,Littleton,1507,1557,0,0.000,0
New Hampshire,Lyman,208,174,0,0.000,0
New Hampshire,Lyme,218,1074,0,0.000,0
New Hampshire,Monroe,309,227,0,0.000,0
New Hampshire,Orange,110,80,0,0.000,0
New Hampshire,Orford,269,539,0,0.000,0
New Hampshire,Piermont,194,241,0,0.000,0
New Hampshire,Plymouth,1123,2214,0,0.000,0
New Hampshire,Rumney,527,410,0,0.000,0
New Hampshire,Sugar Hill,153,316,0,0.000,0
New Hampshire,Thornton,737,958,0,0.000,0
New Hampshire,Warren,275,189,0,0.000,0
New Hampshire,Waterville,127,238,0,0.000,0
New Hampshire,Wentworth,323,280,0,0.000,0
New Hampshire,Woodstock,364,480,0,0.000,0
New Hampshire,Amherst,3208,4796,0,0.000,0
New Hampshire,Antrim,779,761,0,0.000,0
New Hampshire,Bedford,7052,7521,0,0.000,0
New Hampshire,Bennington,424,395,0,0.000,0
New Hampshire,Brookline,1647,1903,0,0.000,0
New Hampshire,Deering,670,462,0,0.000,0
New Hampshire,Francestown,534,592,0,0.000,0
New Hampshire,Goffstown,5040,4967,0,0.000,0
New Hampshire,Greenfield,466,529,0,0.000,0
New Hampshire,Greenville,532,501,0,0.000,0
New Hampshire,Hancock,408,875,0,0.000,0
New Hampshire,Hillsborough,1772,1475,4,0.112,0
New Hampshire,Hollis,2468,3277,0,0.000,0
New Hampshire,Hudson,7744,6632,0,0.000,0
New Hampshire,Litchfield,2824,2497,0,0.000,0
New Hampshire,Lyndeborough,541,564,0,0.000,0
New Hampshire,Manchester,22005,27152,0,0.000,0
New Hampshire,Mason,535,380,0,0.000,0
New Hampshire,Merrimack,7669,8725,0,0.000,0
New Hampshire,Milford,4123,4644,0,0.000,0
New Hampshire,Mont Vernon,730,1011,0,0.000,0
New Hampshire,Nashua,17806,26770,0,0.000,0
New Hampshire,New Boston,2036,1826,0,0.000,0
New Hampshire,New Ipswich,2099,962,0,0.000,0
New Hampshire,Pelham,5253,3480,0,0.000,0
New Hampshire,Peterborough,1246,3090,0,0.000,0
New Hampshire,Sharon,116,153,0,0.000,0
New Hampshire,Temple,432,518,0,0.000,0
New Hampshire,Weare,3213,2211,0,0.000,0
New Hampshire,Wilton,1090,1330,0,0.000,0
New Hampshire,Windsor,91,33,0,0.000,0
New Hampshire,Allenstown,1233,1050,0,0.000,0
New Hampshire,Andover,726,844,0,0.000,0
New Hampshire,Boscawen,1069,931,0,0.000,0
New Hampshire,Bow,2167,3256,0,0.000,0
New Hampshire,Bradford,478,563,0,0.000,0
New Hampshire,Canterbury,718,1009,0,0.000,0
New Hampshire,Chichester,930,770,0,0.000,0
New Hampshire,Concord,7836,15341,0,0.000,0
New Hampshire,Danbury,414,290,0,0.000,0
New Hampshire,Dunbarton,1121,877,0,0.000,0
New Hampshire,Epsom,1702,1180,0,0.000,0
New Hampshire,Franklin,2281,1804,0,0.000,0
New Hampshire,Henniker,1075,1569,0,0.000,0
New Hampshire,Hill,403,224,0,0.000,0
New Hampshire,Hooksett,4387,4060,0,0.000,0
New Hampshire,Hopkinton,1400,2688,0,0.000,0
New Hampshire,Loudon,2101,1449,0,0.000,0
New Hampshire,Newbury,726,905,0,0.000,0
New Hampshire,New London,1059,2081,0,0.000,0
New Hampshire,Northfield,1435,1122,0,0.000,0
New Hampshire,Pembroke,2057,2189,0,0.000,0
New Hampshire,Pittsfield,1230,807,0,0.000,0
New Hampshire,Salisbury,517,380,0,0.000,0
New Hampshire,Sutton,574,753,0,0.000,0
New Hampshire,Warner,844,1050,0,0.000,0
New Hampshire,Webster,669,548,0,0.000,0
New Hampshire,Wilmot,366,583,0,0.000,0
New Hampshire,Atkinson,2795,2250,0,0.000,0
New Hampshire,Auburn,2265,1619,0,0.000,0
New Hampshire,Brentwood,1372,1505,0,0.000,0
New Hampshire,Candia,1709,1059,0,0.000,0
New Hampshire,Chester,1951,1465,0,0.000,0
New Hampshire,Danville,1686,1082,0,0.000,0
New Hampshire,Deerfield,1786,1360,0,0.000,0
New Hampshire,Derry,9412,8215,0,0.000,0
New Hampshire,East Kingston,889,781,0,0.000,0
New Hampshire,Epping,2311,2047,0,0.000,0
New Hampshire,Exeter,3321,6820,0,0.000,0
New Hampshire,Fremont,1635,1151,0,0.000,0
New Hampshire,Greenland,1160,1723,0,0.000,0
New Hampshire,Hampstead,3303,2494,0,0.000,0
New Hampshire,Hampton,5212,6150,0,0.000,0
New Hampshire,Hampton Falls,863,845,0,0.000,0
New Hampshire,Kensington,726,805,0,0.000,0
New Hampshire,Kingston,2311,1731,0,0.000,0
New Hampshire,Londonderry,7905,7738,0,0.000,0
New Hampshire,New Castle,281,619,0,0.000,0
New Hampshire,Newfields,512,719,0,0.000,0
New Hampshire,Newington,325,304,0,0.000,0
New Hampshire,Newmarket,1925,3953,0,0.000,0
New Hampshire,Newton,1680,1277,0,0.000,0
New Hampshire,North Hampton,1455,1987,0,0.000,0
New Hampshire,Northwood,1483,1329,0,0.000,0
New Hampshire,Nottingham,1641,1769,0,0.000,0
New Hampshire,Plaistow,2504,2045,0,0.000,0
New Hampshire,Portsmouth,3829,10643,0,0.000,0
New Hampshire,Raymond,3517,2378,0,0.000,0
New Hampshire,Rye,1620,2781,0,0.000,0
New Hampshire,Salem,9969,7638,0,0.000,0
New Hampshire,Sandown,2273,1632,0,0.000,0
New Hampshire,Seabrook,2595,1973,0,0.000,0
New Hampshire,South Hampton,326,304,0,0.000,0
New Hampshire,Stratham,2115,3306,0,0.000,0
New Hampshire,Windham,5196,4567,0,0.000,0
New Hampshire,Barrington,2733,3142,0,0.000,0
New Hampshire,Dover,6328,12480,0,0.000,0
New Hampshire,Durham,1712,5970,0,0.000,0
New Hampshire,Farmington,2000,1365,0,0.000,0
New Hampshire,Lee,971,1957,0,0.000,0
New Hampshire,Madbury,454,824,0,0.000,0
New Hampshire,Middleton,643,378,0,0.000,0
New Hampshire,Milton,1476,1015,0,0.000,0
New Hampshire,New Durham,1109,727,0,0.000,0
New Hampshire,Rochester,8367,8132,0,0.000,0
New Hampshire,Rollinsford,735,951,0,0.000,0
New Hampshire,Somersworth,2550,3422,0,0.000,0
New Hampshire,Strafford,1408,1330,2,0.066,0
New Hampshire,Acworth,269,293,0,0.000,0
New Hampshire,Charlestown,1239,1185,0,0.000,0
New Hampshire,Claremont,2788,2895,0,0.000,0
New Hampshire,Cornish,408,679,0,0.000,0
New Hampshire,Croydon,319,172,0,0.000,0
New Hampshire,Goshen,284,186,0,0.000,0
New Hampshire,Grantham,747,1669,0,0.000,0
New Hampshire,Langdon,199,206,0,0.000,0
New Hampshire,Lempster,440,274,0,0.000,0
New Hampshire,Newport,1773,1301,0,0.000,0
New Hampshire,Plainfield,522,1135,0,0.000,0
New Hampshire,Springfield,436,437,0,0.000,0
New Hampshire,Sunapee,1086,1309,0,0.000,0
New Hampshire,Unity,513,335,0,0.000,0
New Hampshire,Washington,467,314,0,0.000,53000
New Jersey,Atlantic County,51929,61076,8,0.006,34001
New Jersey,Bergen County,171754,250139,5,0.001,34003
New Jersey,Burlington County,79881,131202,2,0.001,34005
New Jersey,Camden County,53422,125762,5,0.003,13039
New Jersey,Cape May County,31498,22713,0,0.000,34009
New Jersey,Cumberland County,13189,19000,9,0.025,17035
New Jersey,Essex County,63971,224615,22,0.007,25009
New Jersey,Gloucester County,80700,84120,3,0.002,34015
New Jersey,Hudson County,45160,141997,7,0.003,34017
New Jersey,Hunterdon County,35808,35318,0,0.000,34019
New Jersey,Mercer County,45926,109514,11,0.006,17131
New Jersey,Middlesex County,70250,141256,6,0.003,09007
New Jersey,Monmouth County,126807,137084,5,0.002,34025
New Jersey,Morris County,63209,83266,2,0.001,20127
New Jersey,Ocean County,195755,109824,8,0.002,34029
New Jersey,Passaic County,53826,84346,12,0.008,34031
New Jersey,Salem County,16524,12786,0,0.000,34033
New Jersey,Somerset County,51400,87411,1,0.001,23025
New Jersey,Sussex County,38188,28728,1,0.001,10005
New Jersey,Union County,32427,88990,3,0.002,05139
New Jersey,Warren County,23806,19327,3,0.006,13301
New Mexico,Bernalillo County,115674,192042,56,0.017,35001
New Mexico,Catron County,1697,592,0,0.000,35003
New Mexico,Chaves County,15646,6379,2,0.008,35005
New Mexico,Cibola County,3962,4696,3,0.031,35006
New Mexico,Colfax County,3271,2611,1,0.015,31037
New Mexico,Curry County,10315,4188,1,0.006,35009
New Mexico,De Baca County,654,231,0,0.000,0
New Mexico,Do�a Ana County,32760,47919,3,0.003,0
New Mexico,Eddy County,17454,5424,9,0.036,35015
New Mexico,Grant County,6553,7590,2,0.013,05053
New Mexico,Guadalupe County,912,1229,0,0.000,35019
New Mexico,Harding County,319,179,0,0.000,35021
New Mexico,Hidalgo County,1105,812,0,0.000,35023
New Mexico,Lea County,16531,4061,7,0.031,35025
New Mexico,Lincoln County,6929,3175,5,0.045,05079
New Mexico,Los Alamos County,4230,7363,0,0.000,35028
New Mexico,Luna County,4407,3564,3,0.034,35029
New Mexico,McKinley County,7597,17684,4,0.014,35031
New Mexico,Mora County,902,1744,0,0.000,35033
New Mexico,Otero County,14521,8483,5,0.020,08089
New Mexico,Quay County,2634,1170,1,0.024,35037
New Mexico,Rio Arriba County,5390,10896,2,0.011,35039
New Mexico,Roosevelt County,4629,1799,0,0.000,30085
New Mexico,Sandoval County,34048,40307,2,0.002,35043
New Mexico,San Juan County,32824,18025,10,0.018,08111
New Mexico,San Miguel County,3407,7830,2,0.016,08113
New Mexico,Santa Fe County,18236,61629,6,0.007,35049
New Mexico,Sierra County,3542,2265,1,0.016,06091
New Mexico,Socorro County,3255,3721,1,0.013,35053
New Mexico,Taos County,3638,12816,3,0.017,35055
New Mexico,Torrance County,4772,2344,1,0.013,35057
New Mexico,Union County,1388,383,0,0.000,05139
New Mexico,Valencia County,17245,14051,5,0.015,35061
New York,Albany County,45570,73189,5,0.004,36001
New York,Allegany County,12670,4188,0,0.000,24001
New York,Bronx County,55849,271835,15,0.004,36005
New York,Broome County,38296,32209,2,0.003,36007
New York,Cattaraugus County,20295,9142,0,0.000,36009
New York,Cayuga County,17639,11993,1,0.003,36011
New York,Chautauqua County,31247,16200,2,0.004,20019
New York,Chemung County,19388,11573,3,0.009,36015
New York,Chenango County,11736,5126,0,0.000,36017
New York,Clinton County,14354,12690,0,0.000,17027
New York,Columbia County,12883,14148,0,0.000,05027
New York,Cortland County,9484,6829,0,0.000,36023
New York,Delaware County,11952,6420,1,0.005,18035
New York,Dutchess County,59661,57720,5,0.004,36027
New York,Erie County,178349,198808,4,0.001,36029
New York,Essex County,7953,6970,1,0.006,25009
New York,Franklin County,8530,6586,1,0.006,01059
New York,Fulton County,13989,5804,1,0.005,05049
New York,Genesee County,17340,7048,1,0.004,26049
New York,Greene County,12722,7675,2,0.009,01063
New York,Hamilton County,1917,863,1,0.033,12047
New York,Herkimer County,17038,7282,1,0.004,36043
New York,Jefferson County,22779,12053,0,0.000,01073
New York,Kings County,174731,514133,25,0.003,06031
New York,Lewis County,7931,2768,0,0.000,16061
New York,Livingston County,16575,9150,1,0.004,17105
New York,Madison County,16553,10417,1,0.003,01089
New York,Monroe County,122995,146403,5,0.002,01099
New York,Montgomery County,11500,5746,0,0.000,01101
New York,Nassau County,286661,280288,7,0.001,12089
New York,New York County,65001,377605,18,0.004,36061
New York,Niagara County,51355,34809,0,0.000,36063
New York,Oneida County,51950,30542,2,0.002,16071
New York,Onondaga County,78994,93850,9,0.005,36067
New York,Ontario County,25757,20779,1,0.002,36069
New York,Orange County,76218,61868,7,0.005,06059
New York,Orleans County,11173,4082,1,0.006,36073
New York,Oswego County,28914,14677,1,0.002,36075
New York,Otsego County,12682,9138,0,0.000,26137
New York,Putnam County,25899,17106,0,0.000,12107
New York,Queens County,173304,769135,12,0.001,36081
New York,Rensselaer County,33371,30450,4,0.006,36083
New York,Richmond County,110094,67223,3,0.002,13245
New York,Rockland County,63830,50926,2,0.002,36087
New York,St. Lawrence County,21862,13036,1,0.003,36089
New York,Saratoga County,55248,49697,1,0.001,36091
New York,Schenectady County,27544,31685,5,0.008,36093
New York,Schoharie County,9010,4006,0,0.000,36095
New York,Schuyler County,5181,2858,0,0.000,17169
New York,Seneca County,7582,5076,0,0.000,36099
New York,Steuben County,26781,11299,0,0.000,18151
New York,Suffolk County,333100,258007,9,0.001,25025
New York,Sullivan County,15555,10995,0,0.000,18153
New York,Tioga County,13292,6724,0,0.000,36107
New York,Tompkins County,8522,21643,1,0.003,36109
New York,Ulster County,33580,42606,1,0.001,36111
New York,Warren County,15200,11811,0,0.000,13301
New York,Washington County,14577,8537,0,0.000,01129
New York,Wayne County,23734,12799,1,0.002,13305
New York,Westchester County,217725,400881,8,0.001,36119
New York,Wyoming County,12969,3840,0,0.000,36121
New York,Yates County,5552,3046,0,0.000,36123
North Carolina,Alamance County,45490,38186,3,0.003,37001
North Carolina,Alexander County,15806,4113,0,0.000,17003
North Carolina,Alleghany County,4501,1480,2,0.030,37005
North Carolina,Anson County,5321,5788,6,0.049,37007
North Carolina,Ashe County,11368,4149,2,0.012,37009
North Carolina,Avery County,7092,2171,1,0.010,37011
North Carolina,Beaufort County,16352,9575,1,0.004,37013
North Carolina,Bertie County,3778,5846,0,0.000,37015
North Carolina,Bladen County,9623,7281,2,0.011,37017
North Carolina,Brunswick County,55373,32984,3,0.003,37019
North Carolina,Buncombe County,61983,95881,4,0.002,37021
North Carolina,Burke County,30814,12985,2,0.004,13033
North Carolina,Cabarrus County,62722,51594,1,0.001,37025
North Carolina,Caldwell County,31877,10105,5,0.011,21033
North Carolina,Camden County,4277,1515,0,0.000,13039
North Carolina,Carteret County,29886,11999,2,0.004,37031
North Carolina,Caswell County,7040,4831,0,0.000,37033
North Carolina,Catawba County,56203,25420,8,0.009,37035
North Carolina,Chatham County,21055,26642,0,0.000,13051
North Carolina,Cherokee County,12568,3563,0,0.000,01019
North Carolina,Chowan County,4458,3232,0,0.000,37041
North Carolina,Clay County,5074,1685,0,0.000,01027
North Carolina,Cleveland County,33664,16879,3,0.005,05025
North Carolina,Columbus County,16696,9382,0,0.000,37047
North Carolina,Craven County,30831,20977,4,0.007,37049
North Carolina,Cumberland County,59498,83533,18,0.011,17035
North Carolina,Currituck County,11566,4151,0,0.000,37053
North Carolina,Dare County,13844,9855,0,0.000,37055
North Carolina,Davidson County,62143,21483,4,0.004,37057
North Carolina,Davie County,18115,6653,1,0.004,37059
North Carolina,Duplin County,13703,8676,1,0.004,37061
North Carolina,Durham County,31827,142770,9,0.005,37063
North Carolina,Edgecombe County,9162,16027,4,0.014,37065
North Carolina,Forsyth County,84176,111769,4,0.002,13117
North Carolina,Franklin County,20748,15776,1,0.002,01059
North Carolina,Gaston County,72132,40231,6,0.005,37071
North Carolina,Gates County,3354,2540,0,0.000,37073
North Carolina,Graham County,3667,896,0,0.000,04009
North Carolina,Granville County,16548,14448,0,0.000,37077
North Carolina,Greene County,4858,3820,0,0.000,01063
North Carolina,Guilford County,106384,171538,8,0.003,37081
North Carolina,Halifax County,9973,15382,2,0.007,37083
North Carolina,Harnett County,34905,21839,0,0.000,37085
North Carolina,Haywood County,22698,13095,2,0.005,37087
North Carolina,Henderson County,39810,27014,4,0.005,17071
North Carolina,Hertford County,3470,7077,1,0.009,37091
North Carolina,Hoke County,9601,11929,1,0.004,37093
North Carolina,Hyde County,1408,1035,0,0.000,37095
North Carolina,Iredell County,66439,33426,5,0.005,37097
North Carolina,Jackson County,11263,9522,0,0.000,01071
North Carolina,Johnston County,67901,40861,1,0.001,37101
North Carolina,Jones County,3267,2175,1,0.017,13169
North Carolina,Lee County,16388,12076,3,0.010,01081
North Carolina,Lenoir County,14500,13494,1,0.003,37107
North Carolina,Lincoln County,36167,13178,2,0.004,05079
North Carolina,McDowell County,16839,5807,0,0.000,37111
North Carolina,Macon County,14152,6213,2,0.009,01087
North Carolina,Madison County,7928,4878,0,0.000,01089
North Carolina,Martin County,6493,5876,0,0.000,12085
North Carolina,Mecklenburg County,178066,375503,26,0.004,37119
North Carolina,Mitchell County,7041,1852,1,0.010,13205
North Carolina,Montgomery County,8363,4305,0,0.000,01101
North Carolina,Moore County,36459,20547,2,0.003,37125
North Carolina,Nash County,25653,25702,1,0.002,37127
North Carolina,New Hanover County,62420,64876,7,0.005,37129
North Carolina,Northampton County,3977,6048,1,0.009,37131
North Carolina,Onslow County,45016,23474,2,0.003,37133
North Carolina,Orange County,19993,63097,1,0.001,06059
North Carolina,Pamlico County,4815,2699,0,0.000,37137
North Carolina,Pasquotank County,9626,9653,0,0.000,37139
North Carolina,Pender County,21833,11655,1,0.003,37141
North Carolina,Perquimans County,4894,2485,0,0.000,37143
North Carolina,Person County,13104,8416,2,0.008,37145
North Carolina,Pitt County,38515,46607,7,0.007,37147
North Carolina,Polk County,7643,4485,1,0.007,05113
North Carolina,Randolph County,56589,15506,6,0.008,01111
North Carolina,Richmond County,11752,8676,0,0.000,13245
North Carolina,Robeson County,25927,17998,4,0.008,37155
North Carolina,Rockingham County,30997,15811,1,0.002,33015
North Carolina,Rowan County,49053,22889,3,0.004,21205
North Carolina,Rutherford County,24631,9049,1,0.003,37161
North Carolina,Sampson County,17330,10832,2,0.006,37163
North Carolina,Scotland County,7399,7137,0,0.000,29199
North Carolina,Stanly County,25297,8037,2,0.005,37167
North Carolina,Stokes County,19997,5258,1,0.004,37169
North Carolina,Surry County,27344,8635,3,0.008,37171
North Carolina,Swain County,4152,2765,0,0.000,37173
North Carolina,Transylvania County,11578,8413,1,0.005,37175
North Carolina,Tyrrell County,1043,757,0,0.000,37177
North Carolina,Union County,79778,48199,2,0.001,05139
North Carolina,Vance County,8385,12412,1,0.004,37181
North Carolina,Wake County,223466,388686,15,0.002,37183
North Carolina,Warren County,3739,6344,0,0.000,13301
North Carolina,Washington County,2778,3387,0,0.000,01129
North Carolina,Watauga County,14332,16925,1,0.003,37189
North Carolina,Wayne County,30505,23986,0,0.000,13305
North Carolina,Wilkes County,27397,7445,1,0.003,13317
North Carolina,Wilson County,19473,20579,2,0.005,20205
North Carolina,Yadkin County,15861,3744,2,0.009,37197
North Carolina,Yancey County,7481,3678,1,0.008,37199
North Dakota,Adams County,978,258,0,0.000,08001
North Dakota,Barnes County,3532,1800,0,0.000,38003
North Dakota,Benson County,1090,817,1,0.048,38005
North Dakota,Billings County,539,72,0,0.000,38007
North Dakota,Bottineau County,2563,819,0,0.000,38009
North Dakota,Bowman County,1382,227,0,0.000,38011
North Dakota,Burke County,1022,196,0,0.000,13033
North Dakota,Burleigh County,34588,14226,2,0.004,38015
North Dakota,Cass County,42567,40219,1,0.001,17017
North Dakota,Cavalier County,1499,474,0,0.000,38019
North Dakota,Dickey County,1732,602,0,0.000,38021
North Dakota,Divide County,899,265,0,0.000,38023
North Dakota,Dunn County,1945,338,0,0.000,38025
North Dakota,Eddy County,851,382,0,0.000,35015
North Dakota,Emmons County,1735,237,0,0.000,38029
North Dakota,Foster County,1338,369,0,0.000,38031
North Dakota,Golden Valley County,870,136,0,0.000,30037
North Dakota,Grand Forks County,16963,12856,2,0.006,38035
North Dakota,Grant County,1132,207,0,0.000,05053
North Dakota,Griggs County,906,308,0,0.000,38039
North Dakota,Hettinger County,1086,195,0,0.000,38041
North Dakota,Kidder County,1206,221,0,0.000,38043
North Dakota,LaMoure County,1633,526,0,0.000,38045
North Dakota,Logan County,923,125,0,0.000,05083
North Dakota,McHenry County,2345,559,0,0.000,17111
North Dakota,McIntosh County,1147,259,0,0.000,13191
North Dakota,McKenzie County,4476,813,0,0.000,38053
North Dakota,McLean County,4169,1216,0,0.000,17113
North Dakota,Mercer County,3850,703,0,0.000,17131
North Dakota,Morton County,12234,3865,1,0.006,20129
North Dakota,Mountrail County,2806,1251,0,0.000,38061
North Dakota,Nelson County,1139,585,0,0.000,21179
North Dakota,Oliver County,917,127,0,0.000,38065
North Dakota,Pembina County,2435,783,0,0.000,38067
North Dakota,Pierce County,1637,569,0,0.000,13229
North Dakota,Ramsey County,3570,1636,1,0.017,27123
North Dakota,Ransom County,1411,942,0,0.000,38073
North Dakota,Renville County,1053,218,0,0.000,27129
North Dakota,Richland County,5035,2495,0,0.000,17159
North Dakota,Rolette County,1253,2475,2,0.049,38079
North Dakota,Sargent County,1286,812,0,0.000,38081
North Dakota,Sheridan County,688,104,0,0.000,20179
North Dakota,Sioux County,257,804,1,0.086,19167
North Dakota,Slope County,379,44,0,0.000,38087
North Dakota,Stark County,12091,2490,2,0.012,17175
North Dakota,Steele County,649,392,0,0.000,27147
North Dakota,Stutsman County,6981,2670,1,0.009,38093
North Dakota,Towner County,828,317,0,0.000,38095
North Dakota,Traill County,2519,1491,0,0.000,38097
North Dakota,Walsh County,3309,1329,0,0.000,38099
North Dakota,Ward County,19921,7264,0,0.000,38101
North Dakota,Wells County,1891,442,0,0.000,18179
North Dakota,Williams County,11707,2157,0,0.000,38105
Ohio,Adams County,9660,2130,0,0.000,08001
Ohio,Allen County,32052,13611,1,0.002,18003
Ohio,Ashland County,19002,6448,0,0.000,39005
Ohio,Ashtabula County,26225,16207,5,0.011,39007
Ohio,Athens County,10386,14047,1,0.004,39009
Ohio,Auglaize County,20451,4583,0,0.000,39011
Ohio,Belmont County,23092,9007,2,0.006,39013
Ohio,Brown County,16032,4326,1,0.004,17009
Ohio,Butler County,111722,67729,8,0.004,01013
Ohio,Carroll County,10525,3206,1,0.007,05015
Ohio,Champaign County,14086,4946,0,0.000,17019
Ohio,Clark County,38217,23625,1,0.001,05019
Ohio,Clermont County,73077,33505,1,0.001,39025
Ohio,Clinton County,15061,4556,0,0.000,17027
Ohio,Columbiana County,35124,13183,0,0.000,39029
Ohio,Coshocton County,11982,4057,1,0.006,39031
Ohio,Crawford County,15043,4831,1,0.005,05033
Ohio,Cuyahoga County,195089,402315,28,0.004,39035
Ohio,Darke County,21569,4668,0,0.000,39037
Ohio,Defiance County,12778,5870,1,0.005,39039
Ohio,Delaware County,65163,56961,2,0.001,18035
Ohio,Erie County,21724,17142,0,0.000,36029
Ohio,Fairfield County,49714,30634,1,0.001,09001
Ohio,Fayette County,9220,2911,1,0.007,01057
Ohio,Franklin County,203154,391584,49,0.007,01059
Ohio,Fulton County,15396,6545,0,0.000,05049
Ohio,Gallia County,10289,2911,0,0.000,39053
Ohio,Geauga County,33581,20980,1,0.002,39055
Ohio,Greene County,50937,34023,3,0.003,01063
Ohio,Guernsey County,13077,4498,1,0.005,39059
Ohio,Hamilton County,173015,238101,17,0.004,12047
Ohio,Hancock County,25796,11535,1,0.002,13141
Ohio,Hardin County,9698,3025,1,0.007,17069
Ohio,Harrison County,5668,1742,0,0.000,18061
Ohio,Henry County,10273,3995,0,0.000,01067
Ohio,Highland County,15369,3741,0,0.000,39071
Ohio,Hocking County,9554,3836,0,0.000,39073
Ohio,Holmes County,10645,1981,0,0.000,12059
Ohio,Huron County,18537,7643,0,0.000,26063
Ohio,Jackson County,10804,3193,1,0.006,01071
Ohio,Jefferson County,22309,9823,1,0.003,01073
Ohio,Knox County,21825,8433,1,0.003,17095
Ohio,Lake County,71615,54337,3,0.002,06033
Ohio,Lawrence County,19759,7353,1,0.003,01079
Ohio,Licking County,57965,32324,0,0.000,39089
Ohio,Logan County,17625,4990,0,0.000,05083
Ohio,Lorain County,76719,72792,1,0.001,39093
Ohio,Lucas County,79628,111989,9,0.004,19117
Ohio,Madison County,13445,5558,2,0.010,01089
